,age_start,age_end,sex,race_ethnicity,gq_person_migration_rate,new_household_migration_rate,non_reference_person_migration_rate
54,19,20,Male,NHOPI,0.10454545454545454,0.005227272727272727,0.049545454545454545
55,19,20,Male,White,0.15953827850049157,0.01916774717524187,0.05659846401550233
56,20,21,Female,AIAN,0.03965668462598672,0.033391805538153116,0.10086455331412104
57,20,21,Female,Asian,0.0652210263225057,0.024782405899902313,0.06357531968071531
58,20,21,Female,Black,0.042571764100052124,0.03621331725666774,0.06004571801779737
59,20,21,Female,Latino,0.030396153956030052,0.018642539107296626,0.05139757826560721
60,20,21,Female,Multiracial or Other,0.049631042964529554,0.04699891956506747,0.09317027194777132
61,20,21,Female,NHOPI,0.06803082646824342,0.013287270794578794,0.04305075737443529
62,20,21,Female,White,0.05118171830366952,0.0407470885519666,0.09146561195341683
63,20,21,Male,AIAN,0.05432726798408661,0.01963086154046827,0.07852344616187308
64,20,21,Male,Asian,0.05905285995727313,0.028636979526014347,0.05213675924155645
65,20,21,Male,Black,0.0656008653718319,0.022178174742261813,0.06049746794135776
66,20,21,Male,Latino,0.03906271053979034,0.015174264386003411,0.050477576429553146
67,20,21,Male,Multiracial or Other,0.054940171320008446,0.023298187918717433,0.0767051451553768
68,20,21,Male,NHOPI,0.05033924272269643,0.011381046180783541,0.0632523528124316
69,20,21,Male,White,0.058034309839950386,0.03502363575878795,0.078609535622025
70,21,22,Female,AIAN,0.021697141385526655,0.024079320113314446,0.05131341746072624
71,21,22,Female,Asian,0.03117836254761303,0.03743669755157897,0.06491061389210909
72,21,22,Female,Black,0.030819392021999074,0.04147852987995955,0.06304709843850638
73,21,22,Female,Latino,0.01342754845739914,0.02321789947114434,0.05512173777678673
74,21,22,Female,Multiracial or Other,0.02491086725008103,0.043177293142566096,0.09133212946242533
75,21,22,Female,NHOPI,0.014052583862194016,0.02629193109700816,0.038757932910244784
76,21,22,Female,White,0.025501495482234297,0.04634689968002422,0.09595880507576587
77,21,22,Male,AIAN,0.03165047386302676,0.025928354294569946,0.06598319127376766
78,21,22,Male,Asian,0.032686885946176844,0.03595044852627082,0.06516018795386587
79,21,22,Male,Black,0.05430371719456307,0.027087817511019754,0.060414174010565216
80,21,22,Male,Latino,0.025371380710305598,0.020413821450313896,0.050725312052859954
81,21,22,Male,Multiracial or Other,0.034038986981379006,0.02783964365256125,0.08002893026886782
82,21,22,Male,NHOPI,0.05705190989226249,0.015915768854064642,0.06243878550440744
83,21,22,Male,White,0.034463077755333985,0.0454792852617073,0.08589713684482185
84,22,25,Female,AIAN,0.009800554143481945,0.02660804652973369,0.062421286437223784
85,22,25,Female,Asian,0.009798308100795428,0.060212862700190294,0.08920642405258697
86,22,25,Female,Black,0.012897683183682519,0.05571776964859772,0.06303957432657134
87,22,25,Female,Latino,0.0058586101772593975,0.030412706055710097,0.06098712396555175
88,22,25,Female,Multiracial or Other,0.009976420916434706,0.06620019237808251,0.09641461732934957
89,22,25,Female,NHOPI,0.01905810604777232,0.018634592580044046,0.0808910723361003
90,22,25,Female,White,0.007635162289307581,0.06816771471123614,0.10445940994302735
91,22,25,Male,AIAN,0.04465088402756967,0.021533456055481827,0.06781112205145769
92,22,25,Male,Asian,0.011507906063740572,0.06306861622059201,0.08057386091571186
93,22,25,Male,Black,0.0514871537497238,0.04219459412644499,0.06497241323409722
94,22,25,Male,Latino,0.02219739697656976,0.028819630739010983,0.058687523546293995
95,22,25,Male,Multiracial or Other,0.028969614466740613,0.0584350105878794,0.10039158347618568
96,22,25,Male,NHOPI,0.027400279144934987,0.035186953647248956,0.09270550209358701
97,22,25,Male,White,0.018116327865956613,0.06744094850223617,0.09479040977235242
98,25,30,Female,AIAN,0.013984863441921685,0.030842635482319587,0.04496671475940973
99,25,30,Female,Asian,0.0022686923099244738,0.055494588113635106,0.06227032787879907
100,25,30,Female,Black,0.007425832346043183,0.049775744094393,0.047741724896636764
101,25,30,Female,Latino,0.0038112557212071846,0.025210494594199627,0.044043242944096686
102,25,30,Female,Multiracial or Other,0.0064978656458663225,0.058603778806094055,0.06697977359960233
103,25,30,Female,NHOPI,0.014781625560068673,0.017210334575604037,0.06385829739123153
104,25,30,Female,White,0.004117450955748442,0.05088978511451302,0.06555716285226204
105,25,30,Male,AIAN,0.03937476468659291,0.032233382319006035,0.06407811797855156
106,25,30,Male,Asian,0.006144942878090869,0.07678545629340178,0.06425792827254327
107,25,30,Male,Black,0.042034698973277995,0.048010133500604166,0.05935804954425991
108,25,30,Male,Latino,0.017472163349351814,0.03274622870842174,0.04879026734606425
109,25,30,Male,Multiracial or Other,0.020619163512500222,0.06436290956179479,0.0704537137270859
110,25,30,Male,NHOPI,0.02092372572077369,0.014557398321235959,0.06504196910100969
111,25,30,Male,White,0.013045584046910409,0.05946297166191569,0.0689481579833962
112,30,40,Female,AIAN,0.014171157952845128,0.01645190813080175,0.027456164562662522
113,30,40,Female,Asian,0.0007198499551174171,0.020828111437218095,0.02168563423966929
114,30,40,Female,Black,0.0063309551077413515,0.03053206166396737,0.02346915813449197
115,30,40,Female,Latino,0.0032960313477590694,0.01396264015657082,0.01956365378886129
116,30,40,Female,Multiracial or Other,0.005732945953536639,0.032777598827070674,0.027958623775620143
117,30,40,Female,NHOPI,0.01437699680511182,0.00891707596204282,0.018263316007820322
118,30,40,Female,White,0.003808037449638508,0.022029345385557057,0.027237102858037987
119,30,40,Male,AIAN,0.04763409954644692,0.026654513110403788,0.03396869969199556
120,30,40,Male,Asian,0.0026085543301384716,0.0394067253248521,0.022447693479779932
121,30,40,Male,Black,0.04279404298082463,0.03707859974647304,0.03609019787204217
122,30,40,Male,Latino,0.014122841081182376,0.021540566903623288,0.02535225977706636
123,30,40,Male,Multiracial or Other,0.020300550639584032,0.041732082997411636,0.03448270234454305
124,30,40,Male,NHOPI,0.023471860694731173,0.01765999461448703,0.027780271070819495
125,30,40,Male,White,0.012513421906824774,0.030834669706638597,0.031488272329880676
126,40,50,Female,AIAN,0.013587445701091848,0.019997651939106954,0.020592494032011896
127,40,50,Female,Asian,0.000383189750012694,0.009514750435827564,0.008925748523263883
128,40,50,Female,Black,0.00430661160762847,0.02721789002571407,0.016564063324124016
129,40,50,Female,Latino,0.00177910989651873,0.010410483811290155,0.011688410480706386
130,40,50,Female,Multiracial or Other,0.005884672738252221,0.021901663318667865,0.018578312362126124
131,40,50,Female,NHOPI,0.010730779679434936,0.011138277641945124,0.012496604183645748
132,40,50,Female,White,0.0023017859729293176,0.015012104036899683,0.015142638183133989
133,40,50,Male,AIAN,0.035800556951054115,0.028096334876852824,0.025407882382209666
134,40,50,Male,Asian,0.0020021443732084637,0.01910945993679413,0.009448058341955631
135,40,50,Male,Black,0.02917442816310832,0.02953767876580266,0.02420497556961633
136,40,50,Male,Latino,0.010121532442592446,0.015422846738228154,0.015712555183454494
137,40,50,Male,Multiracial or Other,0.017260596372033126,0.024383312240502674,0.020120340149648083
138,40,50,Male,NHOPI,0.027681959296309074,0.020610555363918592,0.022536506841439576
139,40,50,Male,White,0.008267582112864113,0.019192354989044105,0.016881644606686726
140,50,60,Female,AIAN,0.004433479924201795,0.03460259573098788,0.014115628016732811
141,50,60,Female,Asian,0.0007007586437956737,0.009368604022437546,0.012107782484516966
142,50,60,Female,Black,0.004615715613362286,0.03507182343316676,0.013715543864085179
143,50,60,Female,Latino,0.0013978636246794816,0.01508694001251408,0.012552956107886518
144,50,60,Female,Multiracial or Other,0.0038751319115517707,0.03286622328024149,0.013083171767246668
145,50,60,Female,NHOPI,0.008337450592885376,0.020102519762845848,0.018342391304347828
146,50,60,Female,White,0.0018275247586557802,0.019883731915461427,0.012605193695071003
147,50,60,Male,AIAN,0.020937695679398873,0.02886662492172824,0.018949592986850346
148,50,60,Male,Asian,0.0016931421929484696,0.010948275862068965,0.008067609453700116
149,50,60,Male,Black,0.025858140370953613,0.02875152116636539,0.018824908476841984
150,50,60,Male,Latino,0.0069240413438651695,0.015647466916513447,0.012577411432114879
151,50,60,Male,Multiracial or Other,0.015257685046493549,0.030138871207586317,0.014886603411242419
152,50,60,Male,NHOPI,0.017768231963292004,0.010641413648345211,0.031859155846269
153,50,60,Male,White,0.005979300413626983,0.019209785441059675,0.01215212976594513
154,60,70,Female,AIAN,0.0035727251724479354,0.02568566619360375,0.018111158784118286
155,60,70,Female,Asian,0.0006877474906305766,0.00972743587335347,0.01476283820563549
156,60,70,Female,Black,0.004455084722745999,0.031859688429023855,0.01009896378985856
157,60,70,Female,Latino,0.001297247265874769,0.018172724326765016,0.012027437752352732
158,60,70,Female,Multiracial or Other,0.003516706636150042,0.0322734581353856,0.01325831836377397
159,60,70,Female,NHOPI,0.002732871439568899,0.012432640492686681,0.022671285604311007
160,60,70,Female,White,0.0023074951827699282,0.020417743843733356,0.008583763052856724
161,60,70,Male,AIAN,0.00786898342320751,0.026043539045336527,0.013311364090273618
162,60,70,Male,Asian,0.001929193191497941,0.010557008855891411,0.010735941209381096
163,60,70,Male,Black,0.016256764218663722,0.027795692987299836,0.011510767531750414
164,60,70,Male,Latino,0.0046456118033078395,0.016921631019532545,0.010378676351151486
165,60,70,Male,Multiracial or Other,0.008743342843118078,0.02329589701382917,0.011367452915493322
166,60,70,Male,NHOPI,0.006182959389198557,0.01887676237762893,0.010726497728230831
167,60,70,Male,White,0.0038878620317717855,0.016599268236929168,0.0073257674926795555
168,70,80,Female,AIAN,0.0068473268104434545,0.016290149070232057,0.007786486348035449
169,70,80,Female,Asian,0.0019900024326316504,0.009554938150797556,0.012935015812105726
170,70,80,Female,Black,0.007794033646441069,0.024876419667800118,0.00774462751678725
171,70,80,Female,Latino,0.003956937603187382,0.01864146441777464,0.01187568588542814
172,70,80,Female,Multiracial or Other,0.0055354587995676595,0.032662955535146414,0.009427773508518734
173,70,80,Female,NHOPI,0.006677537075859927,0.004658746797111577,0.011646866992778943
174,70,80,Female,White,0.005365791150631126,0.02115358931317505,0.007509096346697461
175,70,80,Male,AIAN,0.005617642971991186,0.022133116303074817,0.0057168946146058715
176,70,80,Male,Asian,0.002321386119229747,0.008099213618798565,0.009994079999254174
177,70,80,Male,Black,0.011228720454681776,0.01878634828496688,0.007886912230406048
178,70,80,Male,Latino,0.005883510477979181,0.013480761518553484,0.008374412458495345
179,70,80,Male,Multiracial or Other,0.004571965397111207,0.019845774454926215,0.007233726073511567
180,70,80,Male,NHOPI,0.005477542077482323,0.010556717458420475,0.001693058460312718
181,70,80,Male,White,0.004896151843505645,0.01394339712039437,0.005050077100509432
182,80,100,Female,AIAN,0.017751045257830264,0.01430352820362356,0.01283649966991858
183,80,100,Female,Asian,0.009225848523429494,0.012272148557587802,0.018765332422445113
184,80,100,Female,Black,0.018156511308441082,0.01967561214614265,0.012313349761230063
185,80,100,Female,Latino,0.010232155958494917,0.0165863117073682,0.01541537836704748
186,80,100,Female,Multiracial or Other,0.008363795530633732,0.034614520116880196,0.01518969372182986
187,80,100,Female,NHOPI,0.01512788521522146,0.006082345601996257,0.020898315658140987
188,80,100,Female,White,0.02008158562032806,0.03279041971525925,0.011476300219234528
189,80,100,Male,AIAN,0.022176141927308334,0.022118541558665977,0.008467254190426819
190,80,100,Male,Asian,0.007224713502740409,0.012187735084068506,0.012988852740897056
191,80,100,Male,Black,0.019369174139436077,0.01611859575013582,0.00820122453713595
192,80,100,Male,Latino,0.008554884637043863,0.014894929849945976,0.012046894240070272
193,80,100,Male,Multiracial or Other,0.009203370585071416,0.020179684854279966,0.011334887149146397
194,80,100,Male,NHOPI,0.007874015748031496,0.0,0.0
195,80,100,Male,White,0.01487422896356872,0.020684783866233934,0.00728894558548026
