PUMA,probability
4621,0.0004109224535438693
4635,0.00034524222531349675
2319,0.0001633585163678497
6805,0.0005069166332651831
6702,0.0012731859626195295
2314,0.00019535657627495426
6900,0.0005052325248490197
5307,0.000274509671834634
3400,0.004119329185935674
5906,0.0006534340654713987
4638,0.0004412364050348105
5916,0.0004900755491035491
6804,0.00023072285301438563
4702,0.0005439670184207778
2506,0.00014146510695772551
5910,0.0016655832235856016
2322,0.0007595328956896929
4503,0.0013624437086761899
2312,0.0009212073036413792
4616,0.0004732344649419151
2513,0.0003368216832326798
6802,0.00011115115546678432
1903,0.00046144570602877125
2510,6.399611981420916e-05
5913,0.0004277635377055033
6302,0.002300492096479203
2317,4.378681882024837e-05
4302,0.0012984475888619805
2307,0.00119403286705985
4619,0.0003553468758104772
5914,0.0013860212265024772
2308,0.00023240696143054905
6100,0.0027383602846816867
4631,0.00024082750351136605
4904,0.0010929863620900459
4601,0.0004361840797863203
5902,0.0008252131239200655
5600,0.00023745928667903924
6301,0.0006551181738875621
6400,0.00022903874459822223
2101,0.001291711155197327
4617,0.00023577517826287584
4630,0.0004968119827682026
5306,0.002327437831137817
2507,0.0003149282738225556
6500,0.0002846143223316144
4502,0.00015325386587086929
1901,0.003551784649688608
2303,0.0009700464477101178
5908,0.0006837480169623399
2516,0.00020882944360426148
4633,0.000274509671834634
5309,0.00011283526388294773
5912,0.0006534340654713987
5304,0.0006450135233905817
6701,0.0004496569471156275
4501,8.420542080816995e-05
4504,9.599417972131373e-05
4615,0.000299771298077085
4613,0.0018390463904504315
2316,0.00020209300993960787
5303,0.0007679534377705099
4632,0.0005860697288248628
5904,0.004142906703761961
4905,0.0006685910412168694
2311,0.0006096472466511504
4628,0.0005439670184207778
2514,0.0004294476461216667
4803,6.062790298188236e-05
4637,0.001392757660167131
4602,0.00035703098422664055
1904,0.0004243953208731765
6601,0.00011283526388294773
4625,0.00011115115546678432
6803,0.00010778293863445753
2005,0.000549019343669268
2508,0.0006298565476451112
4622,4.378681882024837e-05
4618,5.725968614955556e-05
4634,0.000549019343669268
4627,0.00040923834512770596
4636,0.0010963545789223726
4608,0.00022735463618205886
5308,0.00034355811689733333
5909,0.0005372305847561243
4603,0.0029657149208637454
4400,0.0007325871610310785
2305,0.000624804222396621
5400,0.0002627209129214902
1907,0.00043955229661864713
4301,0.00040418601987921574
4614,0.0013674960339246799
3306,0.0013624437086761899
4802,0.0001296763480445817
4629,0.00038734493571758173
1905,0.000358715092642804
6602,0.0005254418258429805
2309,0.0004496569471156275
6806,0.00024251161192752945
1902,0.0033294823387550396
5302,0.0013674960339246799
2320,4.378681882024837e-05
2318,9.767828813747713e-05
5301,0.0023510153489641047
4901,0.00034018990006500654
4610,0.0001296763480445817
5305,0.0004681821396934249
35002,0.0010710929526799215
11002,0.00019030425102646407
57001,0.00022230231093356865
35003,0.00010946704705062093
13001,0.00012799223962841832
49003,0.0028646684158939416
5001,0.0013354979740175753
35004,0.0005153371753460001
11001,0.00030650773174173857
49004,0.0004344999713701569
35001,0.00023745928667903924
35005,0.0005001801996005295
49001,0.00011620348071527452
35006,0.00035197865897815034
57002,0.0001364127817092353
21001,0.00012799223962841832
35007,0.00036208330947513077
35008,0.0001835678173618105
49002,0.0005170212837621635
35009,0.0005288100426753072
53001,0.0002778778886669608
51155,0.0004917596575197125
59306,0.0003199805990710458
51115,0.0005793332951602092
51206,0.001342234407682229
51125,0.00023409106984671244
59304,0.000358715092642804
51105,0.00025766858767300007
59302,0.0004597615976126079
59301,0.0010037286160333857
59308,0.001224346818550791
51044,0.00023240696143054905
51246,0.0010475154348536342
51165,0.0005843856204086994
4102,0.0017379998854806277
10702,0.0005810174035763726
4101,0.004380365990441001
51110,0.0004984960911843661
51225,0.0005557557773339216
51175,0.0012293991437992812
51095,0.00021388176885275164
51244,0.0002812461054992876
51085,0.00021893409410124186
51010,0.0001650426247840131
51080,0.00020040890152344448
59309,0.0009868875318717516
51084,0.0002862984307477778
51235,0.0007864786303483074
59307,0.0008151084734230851
1301,0.005707443422377759
51167,0.0008252131239200655
51089,0.00022061820251740525
51145,0.0004732344649419151
51255,0.001067724735847595
51045,0.00024587982875985627
51020,0.000274509671834634
51087,0.00010104650496980394
51245,0.0006113313550673138
59305,0.0010390948927728172
51096,0.000557439885750085
51090,0.0012883429383650001
1302,0.005151687645043837
55002,0.0005254418258429805
51154,0.0020158777741475886
51186,0.0003115600569902288
51120,0.00035197865897815034
51040,0.000650065848639072
10703,0.0007612170041058563
51215,4.378681882024837e-05
51097,8.588952922433333e-05
59303,0.000907734436312072
51135,0.00040923834512770596
4103,0.002165763423186131
51164,0.000899313894231255
51224,9.936239655364054e-05
55001,0.0003048236233255752
10701,0.0009498371467161569
10502,0.0010828817115930655
11604,0.0010576200853506144
10800,0.0002812461054992876
11504,0.000367135634723621
11701,0.0009279437373060328
11507,8.757363764049674e-05
10503,0.0004732344649419151
10501,0.001254660770041732
11615,0.00019535657627495426
11704,0.00035366276739431376
11703,0.0006601704991360524
11607,0.0018929378597676604
10504,0.000532178259507634
11802,0.0003267170327356994
11609,0.0005591239941662485
10200,0.0005709127530793922
11706,0.0001347286732930719
11401,0.001465174322062157
11402,0.00017851549211332028
11300,0.0031846490149649875
11505,0.0005405988015884511
11606,0.0004294476461216667
11611,0.0004429205134509739
11602,0.002377961083622719
11705,0.00010104650496980394
11608,0.0018525192577797387
11502,0.0007325871610310785
11616,0.0007005891011239739
11605,0.000274509671834634
11503,0.0012765541794518562
10600,0.0007965832808452876
10901,0.00029640308124475825
11501,0.0015392750923733467
11200,9.262596288898694e-05
11603,0.003950918344319334
11801,7.073255347886276e-05
11601,0.0010542518685182876
11612,0.00031829649065488237
10902,0.00022230231093356865
10300,0.0005877538372410262
11104,0.00021219766043658825
10400,4.378681882024837e-05
10100,0.0014247557200742355
11702,0.0010239379170273466
11000,0.000308191840157902
11900,0.00023409106984671244
11613,0.0006298565476451112
11610,0.000675327474881523
11101,0.0010155173749465294
11614,0.00023072285301438563
11506,4.8839144068738565e-05
11103,0.0009060503278959086
11102,0.0005978584877380066
55103,7.241666189502615e-05
70101,0.00014146510695772551
30000,0.00038734493571758173
20000,0.00022061820251740525
10000,0.0002761937802507974
70301,0.00023745928667903924
50000,5.557557773339216e-05
41003,0.00025261626242450985
55102,4.378681882024837e-05
70201,0.00019030425102646407
40101,0.0002930348644124314
40301,0.00018693603419413728
41001,0.00023577517826287584
1401,0.00038734493571758173
55101,0.00010104650496980394
41005,0.00011957169754760132
1001,0.003361480398662144
40701,0.0002896666475801046
41004,0.00028798253916394124
41002,0.0001330445648769085
901,0.0017851549211332029
902,0.0033059048209287518
1002,0.0026861529237806213
903,0.003930709043325373
1808,0.00034187400848116996
1003,0.0038229261046909156
1004,0.0026457343217927
2601,0.00040923834512770596
2602,0.0004193429956246863
2603,0.00023914339509520263
1703,0.0006466976318067452
1005,0.0015897983448582486
904,0.0027366761762655234
413,0.00038060850205292815
403,0.0008723681595726406
407,0.0005507034520854315
406,0.0004260794292893399
409,0.000734271269447242
402,0.0015173816829632224
408,0.0004850232238550589
401,0.002081558002377961
412,0.00020040890152344448
411,0.00030650773174173857
410,0.0002761937802507974
404,0.000316612382238719
405,0.000333453466400353
703,0.002258389386075118
905,0.0022449165187458106
1403,0.00024587982875985627
906,0.0022701781449882617
308,0.0006349088728936015
305,0.0009127867615605623
2202,0.0003856608273014183
1103,0.00325538156844385
1205,0.0007847945219321439
907,0.000299771298077085
1104,0.0022853351207337324
2104,0.0009279437373060328
2103,0.0013220251066882681
2201,0.0012933952636134903
1404,0.0007561646788573661
1504,0.0007948991724291243
1503,0.000633224764477438
1402,0.0013405502992660655
306,0.002768674236172628
1105,0.001672319657250255
1106,0.0010896181452577191
304,0.002743412609930177
303,0.001544327417621837
503,0.0023156490722246736
307,0.0006281724392289478
804,0.0018609397998605559
805,0.002180920398931602
806,7.241666189502615e-05
2203,4.378681882024837e-05
704,0.0007831104135159805
4008,0.00010778293863445753
3903,0.00033850579164884317
4110,0.0004984960911843661
3806,0.0019283041365070917
3808,0.0023762769752065558
3902,0.00014820154062237913
4009,0.00012125580596376473
3705,0.0010390948927728172
4004,0.00196198630483036
3107,0.002039455291973876
4111,0.00037050385155594777
1207,0.0009986762907848955
4112,0.00020040890152344448
3307,0.0001650426247840131
3807,0.003563573408601752
4109,0.000823529015503902
1206,0.0012647654205387125
4006,0.001498856490385425
4104,0.0007191142937017713
3312,4.378681882024837e-05
4003,0.00085721118382717
4007,0.0002543003708406733
3710,0.0007359553778634053
3308,4.378681882024837e-05
4016,0.0005624922109985752
3309,0.0008942615689827648
3313,0.0001380968901253987
3212,0.0003553468758104772
2903,0.0014752789725591374
4114,0.00019030425102646407
4015,0.00046649803127726147
3707,0.0003553468758104772
4108,0.0009683623392939543
4105,0.002249968843994301
3704,0.00047491857335807847
3901,0.00011957169754760132
3809,0.0019148312691777845
4018,0.0002896666475801046
4012,0.00046144570602877125
3311,4.378681882024837e-05
4010,0.0001599902995355229
3803,0.0006601704991360524
4011,0.0003233488159033726
3709,0.0002930348644124314
4014,0.0003721879599721112
4017,0.000692168559043157
3706,0.0004277635377055033
3804,0.0009885716402879153
4013,0.0006365929813097647
3703,0.00045134105553179093
3810,0.0029017188010495363
4106,0.001586430128025922
4107,0.0007477441367765491
4005,0.0010357266759404903
3708,0.00047828679019040526
3805,0.0041917458478307
4113,0.00020209300993960787
3310,0.00102562202544351
3108,0.0002677732381699804
4800,0.0005709127530793922
3300,0.0016537944646724577
5300,0.00020377711835577127
1704,0.0006702751496330328
4300,0.0012395037942962614
4600,0.0009481530382999936
5200,0.000717430185285608
4500,0.002152290555856824
3600,0.0009431007130515034
1208,0.00034018990006500654
3500,0.002022614207812242
4700,0.00171442236765434
2000,0.0029993970891870137
5003,0.0007207984021179347
4900,0.00017851549211332028
5002,0.0020495599424708564
5504,0.000666906932800706
5502,4.378681882024837e-05
5505,0.00045807748919644446
910,0.00034018990006500654
908,0.0007679534377705099
5506,0.00020546122677193466
5507,0.00021388176885275164
5501,0.0001684108416163399
5401,0.0004429205134509739
909,0.0004260794292893399
5503,6.904844506269935e-05
5403,0.0009767828813747714
5402,0.0002627209129214902
1006,0.0016116917542683728
1321,0.0003031395149094118
1322,0.0005422829100046145
1317,4.378681882024837e-05
1323,0.00022567052776589547
1305,0.0010121491581142027
1303,0.0022179707840871963
1318,0.00018019960052948367
1314,0.0019283041365070917
705,8.252131239200655e-05
1319,0.00022567052776589547
1324,0.0006601704991360524
1316,0.00029471897282859483
1320,0.00024924804559218306
3417,0.0005170212837621635
3528,4.378681882024837e-05
3531,0.00013978099854156212
3521,0.00014820154062237913
3007,7.073255347886276e-05
3407,0.0004277635377055033
3414,0.00011620348071527452
3420,0.0002980871896609216
3419,0.0004900755491035491
3415,0.0010997227957546994
3409,0.00021388176885275164
3527,4.378681882024837e-05
3529,0.0018238894147049609
3532,7.578487872735294e-05
202,0.000549019343669268
3418,0.00047491857335807847
3410,0.00014146510695772551
3530,0.00034355811689733333
3416,0.0005422829100046145
3523,5.557557773339216e-05
3524,0.001549379742870327
3413,0.0003284011411518628
3412,4.378681882024837e-05
3009,6.736433664653595e-05
3005,0.0005675445362470654
3421,0.0013674960339246799
3422,0.000358715092642804
3411,0.00017177905844866667
3525,0.003248645134779196
3522,0.000333453466400353
3520,0.0004429205134509739
3008,0.00023409106984671244
3526,0.0001498856490385425
3408,0.00036039920105896734
1304,0.001997352581569791
1705,0.0001566220827031961
1706,6.736433664653595e-05
507,0.0016706355488340918
506,0.004274267160222706
1007,0.001739683993896791
505,0.0011334049640779674
504,0.0011687712408173989
1107,0.0004496569471156275
508,0.002096714978123432
4303,0.0002644050213376536
3213,0.00022903874459822223
2906,0.0006601704991360524
2904,0.0006483817402229085
2908,0.0008184766902554119
2907,0.00059954259615417
2905,0.0014079146359126013
3006,4.378681882024837e-05
1405,0.0012226627101346275
1410,0.0003216647074872092
1406,0.0005086007416813465
1408,0.0003317693579841896
1407,0.000658486390719889
1409,0.0002812461054992876
118,0.00041597477879235954
112,0.0001515697574547059
207,0.0014719107557268107
123,4.378681882024837e-05
134,0.00039913369463072553
204,0.0004243953208731765
128,0.0001667267332001765
116,0.0005288100426753072
127,8.925774605666014e-05
111,0.0010475154348536342
114,0.0002778778886669608
106,0.001202453409140667
121,8.588952922433333e-05
110,0.001468542538894484
129,0.0001296763480445817
107,0.0006365929813097647
108,0.0010374107843566535
120,0.00040418601987921574
130,0.00027114145500230723
131,0.00021388176885275164
205,0.00020209300993960787
113,0.0004344999713701569
133,0.00010441472180213074
132,0.000624804222396621
208,0.00028293021391545103
126,0.0005540716689177583
209,0.00023240696143054905
122,0.00022398641934973207
117,0.0002896666475801046
206,0.0007612170041058563
109,0.004282687702303524
807,0.0004277635377055033
203,0.0002728255634184706
115,0.00017683138369715688
119,0.00021893409410124186
124,0.00015325386587086929
125,0.00018525192577797389
6514,0.0001818837089456471
3759,0.0002812461054992876
5917,0.00024587982875985627
3739,0.0001835678173618105
7501,0.0011637189155689084
7322,0.0008639476174918236
8508,0.0005793332951602092
6504,0.0004799708986065687
6103,0.00017177905844866667
8505,6.736433664653595e-05
11106,0.00035703098422664055
3721,0.0003637674178912942
7703,0.00034187400848116996
9904,0.0009009980026474184
3754,0.00027114145500230723
7104,0.00046144570602877125
8900,0.0007393235946957321
9702,0.00022903874459822223
8503,0.0027046781163584184
9501,0.0002644050213376536
7306,4.378681882024837e-05
1307,0.00017683138369715688
8104,0.0007477441367765491
3714,0.00045639338078028115
7901,0.00045807748919644446
9701,0.0013944417685832942
3748,0.0011586665903204185
3767,0.0002543003708406733
3723,0.00019367246785879086
7704,0.0003856608273014183
6712,0.0001818837089456471
5918,0.0008942615689827648
3725,0.0005052325248490197
3766,0.0001515697574547059
7701,0.00012630813121225493
7301,0.0026743641648674776
7504,0.0008454224249140262
3751,4.378681882024837e-05
3764,0.0002846143223316144
3729,0.0042237439077378045
3717,0.0006854321253785034
7902,6.062790298188236e-05
3768,0.00046649803127726147
7305,0.0002728255634184706
3730,0.0013034999141104708
8303,0.002431852552939948
8702,0.0010727770610960852
6512,4.378681882024837e-05
7110,0.0001296763480445817
9903,0.0009279437373060328
6505,0.0001515697574547059
6101,0.0001835678173618105
3735,0.0005523875605015948
7115,0.0001431492153738889
3738,0.0001465174322062157
7314,0.0005961743793218432
3732,0.0011047751210031896
3736,0.0005355464763399608
6506,0.0003031395149094118
6708,0.0001650426247840131
3726,0.000367135634723621
7114,0.00021893409410124186
3746,0.002019245990979915
7702,4.378681882024837e-05
6502,0.0007746898714351635
8509,0.0009616259056293007
7112,0.00011620348071527452
11105,0.0001330445648769085
9502,0.0007595328956896929
3737,0.0003351375748165164
6508,0.0001313604564607451
7107,0.0004429205134509739
3765,0.0004648139228610981
8502,0.0024739552633440327
3734,0.0007460600283603857
8102,0.000806687931342268
6705,7.915309555967975e-05
3731,0.000865631725907987
7505,0.00030650773174173857
8103,0.0008942615689827648
9703,0.00041429067037619617
6511,0.0003553468758104772
6515,0.0009009980026474184
3757,7.241666189502615e-05
3719,0.0011317208556618041
3743,4.378681882024837e-05
1309,0.0002677732381699804
8512,0.000299771298077085
3711,0.000549019343669268
7101,0.001173823566065889
3753,5.557557773339216e-05
7319,0.00034861044214582355
7321,0.0006433294149744184
8501,0.0034338970605571704
7316,0.00221460256725487
3715,0.00037724028522060136
7503,0.00223481186824883
8302,0.0008117402565907583
6503,0.00015325386587086929
7318,0.0003132441654063922
7103,0.0009599417972131374
3722,0.0002778778886669608
8507,0.0011384572893264576
6501,0.0007140619684532811
3728,0.000675327474881523
7310,0.001338866190849902
3752,5.894379456571896e-05
3750,9.431007130515034e-05
7308,0.0005692286446632288
7320,0.000532178259507634
8510,0.0007410077031118955
7502,0.0013051840225266342
6513,0.0001650426247840131
7317,0.0009717305561262812
6707,0.0005624922109985752
8101,0.0005389146931722876
7302,0.0002677732381699804
3712,0.000274509671834634
1308,4.8839144068738565e-05
7315,0.0010660406274314315
3727,0.0004766026817742419
3749,5.725968614955556e-05
6706,0.0001684108416163399
3747,0.000274509671834634
6510,0.0008420542080816994
7313,0.0005102848500975098
8506,0.0001633585163678497
9901,0.00036545152630745756
3713,0.00027956199708312424
7109,6.736433664653595e-05
7108,0.0001599902995355229
6711,5.3891469317228766e-05
7309,0.0007595328956896929
3720,0.000751112353608876
3745,0.00010441472180213074
7312,0.0018643080166928826
7105,0.0007494282451927125
7303,0.00020714533518809809
8105,0.00041260656196003275
3763,0.0004109224535438693
3769,0.00014820154062237913
9503,0.0019316723533394187
3755,7.410077031118956e-05
3760,0.0005254418258429805
7111,0.00020546122677193466
3761,0.0005119689585136733
3740,7.746898714351634e-05
8106,0.0006298565476451112
7106,0.0003469263337296602
3742,8.083720397584315e-05
3716,6.062790298188236e-05
7102,0.000734271269447242
6509,0.00011451937229911112
7307,9.936239655364054e-05
9902,0.0008083720397584315
3744,0.0007662693293543465
3724,0.00023409106984671244
3733,0.0005237577174268171
8513,0.00012462402279609153
3762,0.00030987594857406536
6507,0.00034187400848116996
3718,0.0012395037942962614
7507,7.578487872735294e-05
3741,0.00010946704705062093
8701,0.0001364127817092353
8504,0.0009195231952252158
6709,0.00022735463618205886
6710,0.00023240696143054905
7311,0.0004850232238550589
3758,0.00015325386587086929
7506,0.00029135075599626804
7113,0.00017683138369715688
8301,0.00029471897282859483
6102,0.000367135634723621
8511,0.00023914339509520263
6704,0.0008134243650069216
8514,0.000308191840157902
3756,5.894379456571896e-05
1306,0.0005035484164328562
7304,0.00019198835944262747
819,0.0004530251639479543
811,0.0005405988015884511
812,0.0004227112124570131
816,8.420542080816995e-05
821,0.00031829649065488237
823,4.378681882024837e-05
814,0.0007224825105340981
820,0.0002846143223316144
808,8.252131239200655e-05
813,0.0004462887302833007
817,0.00011620348071527452
809,0.0003233488159033726
824,0.00027114145500230723
815,0.0008353177744170459
810,0.00047828679019040526
818,0.0005692286446632288
822,0.00010104650496980394
9507,0.0005035484164328562
5704,0.00037387206838827456
9504,0.001050883651685961
8610,0.0003789243936367647
10304,0.00048670733227122227
12701,0.00024251161192752945
8602,0.00019535657627495426
8623,0.0002896666475801046
9300,0.0006837480169623399
9510,0.00045134105553179093
8604,0.0013860212265024772
6903,0.0004429205134509739
8622,0.00022398641934973207
9905,0.0002610368045053268
8601,0.0006349088728936015
8500,0.0003216647074872092
10900,0.0005557557773339216
8620,0.0002846143223316144
1113,0.0006315406560612746
8616,0.0014752789725591374
5705,0.001591482453274412
8615,0.0004109224535438693
10104,0.00018862014261030068
10305,0.00025598447925683664
8611,0.0010963545789223726
8609,0.0005928061624895165
9908,0.0005928061624895165
1114,0.000666906932800706
9906,0.0009279437373060328
8608,0.0019367246785879086
5707,0.000907734436312072
12703,0.00030145540649324836
8613,0.001017201483362693
10307,0.000764585220938183
6300,0.00025093215400834643
10302,0.0002677732381699804
10101,0.0005776491867440457
8605,0.0002644050213376536
1111,0.0008353177744170459
5701,0.00036545152630745756
5708,0.00039744958621456216
10301,0.00045134105553179093
10102,0.00017009495003250327
5703,0.000692168559043157
8607,0.0004109224535438693
10303,0.000308191840157902
10306,0.000299771298077085
7300,0.0002980871896609216
1110,0.00045639338078028115
8700,0.00046144570602877125
1108,0.0005725968614955556
12702,0.0004344999713701569
10308,0.00037050385155594777
10103,0.00034524222531349675
9910,0.00010273061338596733
10700,0.00023745928667903924
8618,0.0007224825105340981
8612,0.0022280754345841767
1112,0.0003368216832326798
9909,0.0007561646788573661
12100,0.0001667267332001765
5706,0.0009060503278959086
8624,5.725968614955556e-05
9505,0.0008605794006594969
9506,0.000874052267988804
8621,0.00048670733227122227
9100,0.0007544805704412027
8617,0.0004328158629539935
9907,0.0006517499570552354
5702,0.001544327417621837
1109,0.0005035484164328562
8603,0.00048670733227122227
6901,0.00024251161192752945
6902,0.0005540716689177583
9911,0.00039576547779839874
9509,0.0006399611981420916
8614,0.0013489708413468825
9508,0.0008167925818392484
8619,0.0005187053921783268
8606,0.00019030425102646407
12704,8.588952922433333e-05
6002,0.00010778293863445753
1008,4.378681882024837e-05
6001,0.00018525192577797389
