age_start,age_end,sex,race_ethnicity,born_in_us,state,group_quarters_person_emigration_rate
20,21,Female,Asian,1,33,0.0188927525135355
20,21,Female,Asian,1,34,0.0163383477984372
20,21,Female,Asian,1,35,0.0384949471622732
20,21,Female,Asian,1,36,0.0184074841228559
20,21,Female,Asian,1,37,0.0147993228022695
20,21,Female,Asian,1,38,0.0175475542620048
20,21,Female,Asian,1,39,0.013547744099342
20,21,Female,Asian,1,40,0.0116526727521126
20,21,Female,Asian,1,41,0.022193668060922
20,21,Female,Asian,1,42,0.0306217179304564
20,21,Female,Asian,1,44,0.0394515325855839
20,21,Female,Asian,1,45,0.0158209579178126
20,21,Female,Asian,1,46,0.0066214599285534
20,21,Female,Asian,1,47,0.0110512444810358
20,21,Female,Asian,1,48,0.0169230898488073
20,21,Female,Asian,1,49,0.0203737228570874
20,21,Female,Asian,1,50,0.162265025917119
20,21,Female,Asian,1,51,0.0075965697357036
20,21,Female,Asian,1,53,0.0153541099792542
20,21,Female,Asian,1,54,0.0128443035403377
20,21,Female,Asian,1,55,0.0062502339142523
20,21,Female,Asian,1,56,0.0278293243373983
20,21,Female,Black,0,1,0.4198389447452341
20,21,Female,Black,0,2,0.1255198490804037
20,21,Female,Black,0,4,0.1051756533578918
20,21,Female,Black,0,5,0.1879918840584945
20,21,Female,Black,0,6,0.0829994961378551
20,21,Female,Black,0,8,0.1144128840389593
20,21,Female,Black,0,9,0.051142733975016
20,21,Female,Black,0,10,0.0071972390527754
20,21,Female,Black,0,11,0.2668611071394303
20,21,Female,Black,0,12,0.0381259149822699
20,21,Female,Black,0,13,0.1132822578528909
20,21,Female,Black,0,15,0.3500737075269975
20,21,Female,Black,0,16,0.0612793496493452
20,21,Female,Black,0,17,0.0863668686333053
20,21,Female,Black,0,18,0.0694838536349303
20,21,Female,Black,0,19,0.0641298817667991
20,21,Female,Black,0,20,0.0560076057197798
20,21,Female,Black,0,21,0.0452626367096766
20,21,Female,Black,0,22,0.0655976930810104
20,21,Female,Black,0,23,0.0331919730433879
20,21,Female,Black,0,24,0.0330200603815212
20,21,Female,Black,0,25,0.1319420008505726
20,21,Female,Black,0,26,0.0607598496876411
20,21,Female,Black,0,27,0.1221316103878663
20,21,Female,Black,0,28,0.7812879808674389
20,21,Female,Black,0,29,0.0793295682261471
20,21,Female,Black,0,30,0.3377904195435941
20,21,Female,Black,0,31,0.0425436797341837
20,21,Female,Black,0,32,0.0177968092941356
20,21,Female,Black,0,33,0.0470219618114662
20,21,Female,Black,0,34,0.0287475332525246
20,21,Female,Black,0,35,0.2472011706659939
20,21,Female,Black,0,36,0.0860656918606353
20,21,Female,Black,0,37,0.1097367272046702
20,21,Female,Black,0,38,0.0518201211799831
20,21,Female,Black,0,39,0.0572324449476703
20,21,Female,Black,0,40,0.2378410690055638
20,21,Female,Black,0,41,0.0401446000499252
20,21,Female,Black,0,42,0.1434252810938047
20,21,Female,Black,0,44,0.1476462182826505
20,21,Female,Black,0,45,0.0507594754248373
20,21,Female,Black,0,46,0.1330689531535371
20,21,Female,Black,0,47,0.0880867283550074
20,21,Female,Black,0,48,0.1066862996623023
20,21,Female,Black,0,49,0.1413537749965097
20,21,Female,Black,0,50,0.0786898136436781
20,21,Female,Black,0,51,0.1116887677523174
20,21,Female,Black,0,53,0.1290422625462326
20,21,Female,Black,0,54,0.0525398450852607
20,21,Female,Black,0,55,0.0828378998074283
20,21,Female,Black,0,56,0.0353692890593536
20,21,Female,Black,1,1,0.0011632438026256
20,21,Female,Black,1,2,0.0077132675131631
20,21,Female,Black,1,4,0.0047125038760078
20,21,Female,Black,1,5,0.0038790493781561
20,21,Female,Black,1,6,0.0050195376111123
20,21,Female,Black,1,8,0.0081843650004943
20,21,Female,Black,1,9,0.0025345301161926
20,21,Female,Black,1,10,0.0003386936024835
20,21,Female,Black,1,11,0.082682858135105
20,21,Female,Black,1,12,0.004267875667907
20,21,Female,Black,1,13,0.001251509608
20,21,Female,Black,1,15,0.0053390427882406
20,21,Female,Black,1,16,0.0031520754975658
20,21,Female,Black,1,17,0.002991060385569
20,21,Female,Black,1,18,0.0026413867323685
20,21,Female,Black,1,19,0.0039383292096787
20,21,Female,Black,1,20,0.0064250849292326
20,21,Female,Black,1,21,0.0020340608313638
20,21,Female,Black,1,22,0.0011085539985021
20,21,Female,Black,1,23,0.0034120244398342
20,21,Female,Black,1,24,0.0009912365162505
20,21,Female,Black,1,25,0.0205733615430978
20,21,Female,Black,1,26,0.0033577422328369
20,21,Female,Black,1,27,0.0030511372394671
20,21,Female,Black,1,28,0.0028723077592769
20,21,Female,Black,1,29,0.0013058210455329
20,21,Female,Black,1,30,0.0088473377624361
20,21,Female,Black,1,31,0.0026292803938462
20,21,Female,Black,1,32,0.0007346736599865
20,21,Female,Black,1,33,0.0054123237676871
20,21,Female,Black,1,34,0.0023001863232279
20,21,Female,Black,1,35,0.0083632721954038
20,21,Female,Black,1,36,0.0070038966491632
20,21,Female,Black,1,37,0.0041267052346644
20,21,Female,Black,1,38,0.0066669161752025
20,21,Female,Black,1,39,0.0032012719536824
20,21,Female,Black,1,40,0.0097668318385597
20,21,Female,Black,1,41,0.0033880250717888
20,21,Female,Black,1,42,0.0098481999312407
20,21,Female,Black,1,44,0.0335231401213718
20,21,Female,Black,1,45,0.0014170729741215
20,21,Female,Black,1,46,0.0032901664241259
20,21,Female,Black,1,47,0.0014031170999318
20,21,Female,Black,1,48,0.0055070744325289
20,21,Female,Black,1,49,0.0071658100612786
20,21,Female,Black,1,50,0.0101446798077215
20,21,Female,Black,1,51,0.006667327079127
20,21,Female,Black,1,53,0.0032961268705464
20,21,Female,Black,1,54,0.0018216740653352
20,21,Female,Black,1,55,0.0016813126139599
20,21,Female,Black,1,56,0.0031987729123446
20,21,Female,Latino,0,1,0.0081802120765056
20,21,Female,Latino,0,2,0.0492237848645481
20,21,Female,Latino,0,4,0.0134200878435306
20,21,Female,Latino,0,5,0.0501184187757146
20,21,Female,Latino,0,6,0.0123454683184549
20,21,Female,Latino,0,8,0.0132332062807098
20,21,Female,Latino,0,9,0.0086771581127703
20,21,Female,Latino,0,10,0.0043893820898323
20,21,Female,Latino,0,11,0.1642145299490207
20,21,Female,Latino,0,12,0.0141805037560471
20,21,Female,Latino,0,13,0.010488913045833
20,21,Female,Latino,0,15,0.0196774003913505
20,21,Female,Latino,0,16,0.011961066194793
20,21,Female,Latino,0,17,0.0190562925563629
20,21,Female,Latino,0,18,0.0186897102475796
20,21,Female,Latino,0,19,0.0433003585239325
20,21,Female,Latino,0,20,0.0082300914184355
20,21,Female,Latino,0,21,0.0328942383993981
20,21,Female,Latino,0,22,0.0577987563043276
20,21,Female,Latino,0,23,0.018255839146348
20,21,Female,Latino,0,24,0.0069334321174085
20,21,Female,Latino,0,25,0.0606622468594803
20,21,Female,Latino,0,26,0.0138379054332041
20,21,Female,Latino,0,27,0.0293591688838784
20,21,Female,Latino,0,28,0.0473948756604513
20,21,Female,Latino,0,29,0.0150370628624333
20,21,Female,Latino,0,30,0.022463308342083
20,21,Female,Latino,0,31,0.0131681462694969
20,21,Female,Latino,0,32,0.0015382004921792
20,21,Female,Latino,0,33,0.0206185448167123
20,21,Female,Latino,0,34,0.0040434104841056
20,21,Female,Latino,0,35,0.0408578316195224
20,21,Female,Latino,0,36,0.0298219783162136
20,21,Female,Latino,0,37,0.018454628348492
20,21,Female,Latino,0,38,0.0243909982037272
20,21,Female,Latino,0,39,0.0122748802496911
20,21,Female,Latino,0,40,0.0191787678731544
20,21,Female,Latino,0,41,0.0108515279443076
20,21,Female,Latino,0,42,0.0165000380011251
20,21,Female,Latino,0,44,0.0271828162277472
20,21,Female,Latino,0,45,0.0073725848874129
20,21,Female,Latino,0,46,0.0127387501954916
20,21,Female,Latino,0,47,0.0236340791899408
20,21,Female,Latino,0,48,0.0366977322933256
20,21,Female,Latino,0,49,0.0534761530590003
20,21,Female,Latino,0,50,0.0298219783162136
20,21,Female,Latino,0,51,0.0166508800770544
20,21,Female,Latino,0,53,0.0116435157648427
20,21,Female,Latino,0,54,0.0396073149512212
20,21,Female,Latino,0,55,0.0276024604495224
20,21,Female,Latino,0,56,0.079438273690987
20,21,Female,Latino,1,1,0.0054690284909604
20,21,Female,Latino,1,2,0.0066572295029123
20,21,Female,Latino,1,4,0.0016242006628429
20,21,Female,Latino,1,5,0.0010948112371868
20,21,Female,Latino,1,6,0.0016616203527268
20,21,Female,Latino,1,8,0.001610401195632
20,21,Female,Latino,1,9,0.0011351850232324
20,21,Female,Latino,1,10,0.0002951481060404
20,21,Female,Latino,1,11,0.0252815623766312
20,21,Female,Latino,1,12,0.0019880529009862
20,21,Female,Latino,1,13,0.0013495437187105
20,21,Female,Latino,1,15,0.0019518003363878
20,21,Female,Latino,1,16,0.0011142277612651
20,21,Female,Latino,1,17,0.0010052729655112
20,21,Female,Latino,1,18,0.0014788841194973
20,21,Female,Latino,1,19,0.0014344385914484
20,21,Female,Latino,1,20,0.0021255669175172
20,21,Female,Latino,1,21,0.0013626378465688
20,21,Female,Latino,1,22,0.0045772837203902
20,21,Female,Latino,1,23,0.0019203546643016
20,21,Female,Latino,1,24,0.000770476643428
20,21,Female,Latino,1,25,0.0134729112268259
20,21,Female,Latino,1,26,0.0020401722243313
20,21,Female,Latino,1,27,0.0035004532709202
20,21,Female,Latino,1,28,0.0022432461565293
20,21,Female,Latino,1,29,0.0022768149678872
20,21,Female,Latino,1,30,0.0185886547554321
20,21,Female,Latino,1,31,0.0011374478505213
20,21,Female,Latino,1,32,0.0002596659859292
20,21,Female,Latino,1,33,0.0024588668188412
20,21,Female,Latino,1,34,0.0006025774535603
20,21,Female,Latino,1,35,0.0017568273480724
20,21,Female,Latino,1,36,0.0030126519754163
20,21,Female,Latino,1,37,0.0019969575326162
20,21,Female,Latino,1,38,0.0026177640174301
20,21,Female,Latino,1,39,0.0012812624788868
20,21,Female,Latino,1,40,0.0016824807140219
20,21,Female,Latino,1,41,0.0018625996368038
20,21,Female,Latino,1,42,0.0028643593277262
20,21,Female,Latino,1,44,0.0123926184242982
20,21,Female,Latino,1,45,0.0008639040060345
20,21,Female,Latino,1,46,0.0015744522713528
20,21,Female,Latino,1,47,0.0024233046954282
20,21,Female,Latino,1,48,0.0015802508308386
20,21,Female,Latino,1,49,0.0029424960052012
20,21,Female,Latino,1,50,0.0297654972966753
20,21,Female,Latino,1,51,0.0075777324661081
20,21,Female,Latino,1,53,0.0023621851687217
20,21,Female,Latino,1,54,0.0022661461021924
20,21,Female,Latino,1,55,0.0009638131155083
20,21,Female,Latino,1,56,0.0021337274047795
20,21,Female,Multiracial or Other,0,1,0.1105495918506307
20,21,Female,Multiracial or Other,0,2,0.0032967189316143
20,21,Female,Multiracial or Other,0,4,0.5106441107944177
20,21,Female,Multiracial or Other,0,5,0.075810918022568
20,21,Female,Multiracial or Other,0,6,0.2062675399643569
20,21,Female,Multiracial or Other,0,8,0.1646728295275021
20,21,Female,Multiracial or Other,0,9,0.1875394861751772
20,21,Female,Multiracial or Other,0,10,0.0273495084005466
20,21,Female,Multiracial or Other,0,11,0.2591006058999159
20,21,Female,Multiracial or Other,0,12,0.1096722141375305
20,21,Female,Multiracial or Other,0,13,0.3185977820695263
20,21,Female,Multiracial or Other,0,15,0.3349115239224839
20,21,Female,Multiracial or Other,0,16,0.1228328798340342
20,21,Female,Multiracial or Other,0,17,0.0666258700885498
20,21,Female,Multiracial or Other,0,18,0.2276944718514412
20,21,Female,Multiracial or Other,0,19,0.6880560534453323
20,21,Female,Multiracial or Other,0,20,0.0699160365126757
20,21,Female,Multiracial or Other,0,21,0.0742755070246425
20,21,Female,Multiracial or Other,0,22,0.1307841153590052
20,21,Female,Multiracial or Other,0,23,0.1727337372666106
20,21,Female,Multiracial or Other,0,24,0.0309824004938523
20,21,Female,Multiracial or Other,0,25,0.116679946055583
20,21,Female,Multiracial or Other,0,26,0.0599236792245896
20,21,Female,Multiracial or Other,0,27,0.0585375442959069
20,21,Female,Multiracial or Other,0,28,0.1250263241167848
20,21,Female,Multiracial or Other,0,29,0.2878895621110177
20,21,Female,Multiracial or Other,0,30,0.3627408482598823
20,21,Female,Multiracial or Other,0,31,0.6189625585386881
20,21,Female,Multiracial or Other,0,32,0.0279664146050702
20,21,Female,Multiracial or Other,0,33,0.6794193665820019
20,21,Female,Multiracial or Other,0,34,0.0330113364553967
20,21,Female,Multiracial or Other,0,35,0.2821317708687973
20,21,Female,Multiracial or Other,0,36,0.1909089337179568
20,21,Female,Multiracial or Other,0,37,0.0976321123680842
20,21,Female,Multiracial or Other,0,38,0.0032967189316143
20,21,Female,Multiracial or Other,0,39,0.0806090773910849
20,21,Female,Multiracial or Other,0,40,0.2026742517261565
20,21,Female,Multiracial or Other,0,41,0.0786898136436781
20,21,Female,Multiracial or Other,0,42,0.2449117631958729
20,21,Female,Multiracial or Other,0,44,0.4740581456094759
20,21,Female,Multiracial or Other,0,45,0.2539825692401645
20,21,Female,Multiracial or Other,0,46,0.0604568080433137
20,21,Female,Multiracial or Other,0,47,0.1128527083475189
20,21,Female,Multiracial or Other,0,48,0.2005173648481183
20,21,Female,Multiracial or Other,0,49,0.1353080941921783
20,21,Female,Multiracial or Other,0,50,0.0032967189316143
20,21,Female,Multiracial or Other,0,51,0.2447061277943651
20,21,Female,Multiracial or Other,0,53,0.0609899368620378
20,21,Female,Multiracial or Other,0,54,0.0921246598755256
20,21,Female,Multiracial or Other,0,55,0.0829121938879731
20,21,Female,Multiracial or Other,0,56,0.0690934949066442
20,21,Female,Multiracial or Other,1,1,0.0015769746714361
20,21,Female,Multiracial or Other,1,2,0.0034546747453322
20,21,Female,Multiracial or Other,1,4,0.0036658601680572
20,21,Female,Multiracial or Other,1,5,0.0017407275848573
20,21,Female,Multiracial or Other,1,6,0.0046276397627468
20,21,Female,Multiracial or Other,1,8,0.0027706664624218
20,21,Female,Multiracial or Other,1,9,0.0356147248611533
20,21,Female,Multiracial or Other,1,10,0.0007463803462137
20,21,Female,Multiracial or Other,1,11,0.0150203249797052
20,21,Female,Multiracial or Other,1,12,0.0019503269756885
20,21,Female,Multiracial or Other,1,13,0.0020900647366373
20,21,Female,Multiracial or Other,1,15,0.0010291704152761
20,21,Female,Multiracial or Other,1,16,0.002657442111794
20,21,Female,Multiracial or Other,1,17,0.0023243542514701
20,21,Female,Multiracial or Other,1,18,0.0061165321295861
20,21,Female,Multiracial or Other,1,19,0.0022181654785603
20,21,Female,Multiracial or Other,1,20,0.0021484295679926
20,21,Female,Multiracial or Other,1,21,0.0019287182486255
20,21,Female,Multiracial or Other,1,22,0.0022778075243948
20,21,Female,Multiracial or Other,1,23,0.0024676248180944
20,21,Female,Multiracial or Other,1,24,0.0010808140557068
20,21,Female,Multiracial or Other,1,25,0.0234711290837354
20,21,Female,Multiracial or Other,1,26,0.0018896715750899
20,21,Female,Multiracial or Other,1,27,0.001932016330446
20,21,Female,Multiracial or Other,1,28,0.0033090754265634
20,21,Female,Multiracial or Other,1,29,0.0015598029786617
20,21,Female,Multiracial or Other,1,30,0.0406570565266988
20,21,Female,Multiracial or Other,1,31,0.0022353777763914
20,21,Female,Multiracial or Other,1,32,0.0033475530478025
20,21,Female,Multiracial or Other,1,33,0.0025966509523738
20,21,Female,Multiracial or Other,1,34,0.0016710308967958
20,21,Female,Multiracial or Other,1,35,0.007238366133077
20,21,Female,Multiracial or Other,1,36,0.0060858108645044
20,21,Female,Multiracial or Other,1,37,0.0041598139371107
20,21,Female,Multiracial or Other,1,38,0.0022051115395737
20,21,Female,Multiracial or Other,1,39,0.0015042878020215
20,21,Female,Multiracial or Other,1,40,0.0012410786776517
20,21,Female,Multiracial or Other,1,41,0.001749916946165
20,21,Female,Multiracial or Other,1,42,0.0041765796321409
20,21,Female,Multiracial or Other,1,44,0.0219344428275061
20,21,Female,Multiracial or Other,1,45,0.0017523712476322
20,21,Female,Multiracial or Other,1,46,0.0013434846231847
20,21,Female,Multiracial or Other,1,47,0.0021283664124939
20,21,Female,Multiracial or Other,1,48,0.0042478229337418
20,21,Female,Multiracial or Other,1,49,0.0206649493898867
20,21,Female,Multiracial or Other,1,50,0.0023031164968881
20,21,Female,Multiracial or Other,1,51,0.0095199077681676
20,21,Female,Multiracial or Other,1,53,0.0078187456018518
20,21,Female,Multiracial or Other,1,54,0.0013709026767191
20,21,Female,Multiracial or Other,1,55,0.0196682072521863
20,21,Female,Multiracial or Other,1,56,0.0027418053534382
20,21,Female,NHOPI,0,1,0.0374256430744323
20,21,Female,NHOPI,0,2,0.0032967189316143
20,21,Female,NHOPI,0,4,0.0705329427171993
20,21,Female,NHOPI,0,5,0.3293456590550043
20,21,Female,NHOPI,0,6,0.1687032833970563
20,21,Female,NHOPI,0,8,0.2763739796265769
20,21,Female,NHOPI,0,9,0.1381869898132884
20,21,Female,NHOPI,0,10,0.0057577912422203
20,21,Female,NHOPI,0,11,0.0032967189316143
20,21,Female,NHOPI,0,12,0.1439447810555088
20,21,Female,NHOPI,0,13,0.3627408482598823
20,21,Female,NHOPI,0,15,0.270136372447505
20,21,Female,NHOPI,0,16,0.0032967189316143
20,21,Female,NHOPI,0,17,0.115155824844407
20,21,Female,NHOPI,0,18,0.2187960672043734
20,21,Female,NHOPI,0,19,0.1266714073288478
20,21,Female,NHOPI,0,20,0.1381869898132884
20,21,Female,NHOPI,0,21,0.178491528508831
20,21,Female,NHOPI,0,22,0.1324291985710681
20,21,Female,NHOPI,0,23,0.0032967189316143
20,21,Female,NHOPI,0,24,0.0032967189316143
20,21,Female,NHOPI,0,25,0.5124434205576115
20,21,Female,NHOPI,0,26,0.1180347204655172
20,21,Female,NHOPI,0,27,0.1065191379810765
20,21,Female,NHOPI,0,28,0.0690934949066442
20,21,Female,NHOPI,0,29,0.0032967189316143
20,21,Female,NHOPI,0,30,0.0032967189316143
20,21,Female,NHOPI,0,31,0.0032967189316143
20,21,Female,NHOPI,0,32,0.0143944781055508
20,21,Female,NHOPI,0,33,0.0032967189316143
20,21,Female,NHOPI,0,34,0.1497025722977292
20,21,Female,NHOPI,0,35,0.1266714073288478
20,21,Female,NHOPI,0,36,0.135719364995194
20,21,Female,NHOPI,0,37,0.1842493197510513
20,21,Female,NHOPI,0,38,0.0230311649688814
20,21,Female,NHOPI,0,39,0.4704937986500061
20,21,Female,NHOPI,0,40,0.0690934949066442
20,21,Female,NHOPI,0,41,0.0032967189316143
20,21,Female,NHOPI,0,42,0.4289554475454164
20,21,Female,NHOPI,0,44,0.0032967189316143
20,21,Female,NHOPI,0,45,0.0163137418529576
20,21,Female,NHOPI,0,46,0.0032967189316143
20,21,Female,NHOPI,0,47,0.0633357036644239
20,21,Female,NHOPI,0,48,0.1497025722977292
20,21,Female,NHOPI,0,49,0.1554603635399495
20,21,Female,NHOPI,0,50,0.0032967189316143
20,21,Female,NHOPI,0,51,0.1612181547821699
20,21,Female,NHOPI,0,53,0.0383852749481357
20,21,Female,NHOPI,0,54,0.0032967189316143
20,21,Female,NHOPI,0,55,0.0518201211799831
20,21,Female,NHOPI,0,56,0.0032967189316143
20,21,Female,NHOPI,1,1,0.0287889562111017
20,21,Female,NHOPI,1,2,0.0080609077391084
20,21,Female,NHOPI,1,4,0.4738662192347352
20,21,Female,NHOPI,1,5,0.0106930408784092
20,21,Female,NHOPI,1,6,0.0421334841489536
20,21,Female,NHOPI,1,8,0.0225077294014068
20,21,Female,NHOPI,1,9,0.0834879730121951
20,21,Female,NHOPI,1,10,0.0032967189316143
20,21,Female,NHOPI,1,11,0.0032967189316143
20,21,Female,NHOPI,1,12,0.017273373726661
20,21,Female,NHOPI,1,13,0.0518201211799831
20,21,Female,NHOPI,1,15,0.0008691005648634
20,21,Female,NHOPI,1,16,0.0126671407328847
20,21,Female,NHOPI,1,17,0.0244706127794365
20,21,Female,NHOPI,1,18,0.0483654464346509
20,21,Female,NHOPI,1,19,0.0184249319751051
20,21,Female,NHOPI,1,20,0.0215917171583263
20,21,Female,NHOPI,1,21,0.0310920727079899
20,21,Female,NHOPI,1,22,0.0446228821272077
20,21,Female,NHOPI,1,23,0.0345467474533221
20,21,Female,NHOPI,1,24,0.0259100605899915
20,21,Female,NHOPI,1,25,0.1573796272873563
20,21,Female,NHOPI,1,26,0.0690934949066442
20,21,Female,NHOPI,1,27,0.0604568080433137
20,21,Female,NHOPI,1,28,0.0302284040216568
20,21,Female,NHOPI,1,29,0.0115155824844407
20,21,Female,NHOPI,1,30,0.0690934949066442
20,21,Female,NHOPI,1,31,0.097882451117746
20,21,Female,NHOPI,1,32,0.0057577912422203
20,21,Female,NHOPI,1,33,0.0287889562111017
20,21,Female,NHOPI,1,34,0.0230311649688814
20,21,Female,NHOPI,1,35,0.0556586486747967
20,21,Female,NHOPI,1,36,0.2267130301624264
20,21,Female,NHOPI,1,37,0.0287889562111017
20,21,Female,NHOPI,1,38,0.0153541099792542
20,21,Female,NHOPI,1,39,0.0303592629135255
20,21,Female,NHOPI,1,40,0.0032967189316143
20,21,Female,NHOPI,1,41,0.017273373726661
20,21,Female,NHOPI,1,42,0.0496609494641505
20,21,Female,NHOPI,1,44,0.0032967189316143
20,21,Female,NHOPI,1,45,0.0187128215372161
20,21,Female,NHOPI,1,46,0.017273373726661
20,21,Female,NHOPI,1,47,0.0151796314567627
20,21,Female,NHOPI,1,48,0.0398110137319236
20,21,Female,NHOPI,1,49,0.0074028744542833
20,21,Female,NHOPI,1,50,0.0921246598755256
20,21,Female,NHOPI,1,51,0.0427721635136369
20,21,Female,NHOPI,1,53,0.0560627042005666
20,21,Female,NHOPI,1,54,0.0095963187370339
20,21,Female,NHOPI,1,55,0.0158339259161059
20,21,Female,NHOPI,1,56,0.0032967189316143
20,21,Female,White,0,1,0.1386835153507893
20,21,Female,White,0,2,0.4541885127738349
20,21,Female,White,0,4,0.1393271579034693
20,21,Female,White,0,5,0.1458568006275542
20,21,Female,White,0,6,0.103988082066323
20,21,Female,White,0,8,0.1898808464344556
20,21,Female,White,0,9,0.1315129472275382
20,21,Female,White,0,10,0.0234750742130242
20,21,Female,White,0,11,0.4938933365196979
20,21,Female,White,0,12,0.0914249003303073
20,21,Female,White,0,13,0.121278174966542
20,21,Female,White,0,15,0.1133646498837866
20,21,Female,White,0,16,0.1448747437146638
20,21,Female,White,0,17,0.0944781448327252
20,21,Female,White,0,18,0.1830127104361309
20,21,Female,White,0,19,0.2163834313174145
20,21,Female,White,0,20,0.3065085021384363
20,21,Female,White,0,21,0.1194800328911164
20,21,Female,White,0,22,0.0963692836784178
20,21,Female,White,0,23,0.2118775928970392
20,21,Female,White,0,24,0.088173410615513
20,21,Female,White,0,25,0.3119652750165712
20,21,Female,White,0,26,0.1037305509604184
20,21,Female,White,0,27,0.18873431147777
20,21,Female,White,0,28,0.2310631596222854
20,21,Female,White,0,29,0.197457779133872
20,21,Female,White,0,30,0.4875592336551186
20,21,Female,White,0,31,0.1370868301411585
20,21,Female,White,0,32,0.0526405416499185
20,21,Female,White,0,33,0.3999733240106937
20,21,Female,White,0,34,0.0745956548176993
20,21,Female,White,0,35,0.446387565035353
20,21,Female,White,0,36,0.1891183213627212
20,21,Female,White,0,37,0.1835498774438166
20,21,Female,White,0,38,0.2546142664643397
20,21,Female,White,0,39,0.2089376645745444
20,21,Female,White,0,40,0.1219548163116003
20,21,Female,White,0,41,0.0902887469731701
20,21,Female,White,0,42,0.1333646873472789
20,21,Female,White,0,44,0.2523639930782392
20,21,Female,White,0,45,0.2103966303051774
20,21,Female,White,0,46,0.054764229073181
20,21,Female,White,0,47,0.1012781773190474
20,21,Female,White,0,48,0.1459848950074965
20,21,Female,White,0,49,0.2570718821136582
20,21,Female,White,0,50,0.3194673835759253
20,21,Female,White,0,51,0.1258703644759881
20,21,Female,White,0,53,0.0936954626798592
20,21,Female,White,0,54,0.2296945722997448
20,21,Female,White,0,55,0.1266012393921977
20,21,Female,White,0,56,0.3929366268272364
20,21,Female,White,1,1,0.0013499897944643
20,21,Female,White,1,2,0.0070592768767476
20,21,Female,White,1,4,0.0047609012255312
20,21,Female,White,1,5,0.0050684514028807
20,21,Female,White,1,6,0.0038401753243817
20,21,Female,White,1,8,0.0041527175747455
20,21,Female,White,1,9,0.0113604971419022
20,21,Female,White,1,10,0.002218523497055
20,21,Female,White,1,11,0.0430862472138093
20,21,Female,White,1,12,0.0030229134541496
20,21,Female,White,1,13,0.00306201836911
20,21,Female,White,1,15,0.0179323672856297
20,21,Female,White,1,16,0.0040332857034982
20,21,Female,White,1,17,0.002230828988527
20,21,Female,White,1,18,0.0019098525949212
20,21,Female,White,1,19,0.0059126939253533
20,21,Female,White,1,20,0.0013639107897453
20,21,Female,White,1,21,0.0042969352046404
20,21,Female,White,1,22,0.0029247409605524
20,21,Female,White,1,23,0.0034111957300651
20,21,Female,White,1,24,0.0019786617394597
20,21,Female,White,1,25,0.0158931893617379
20,21,Female,White,1,26,0.0033786999525223
20,21,Female,White,1,27,0.0036144837131095
20,21,Female,White,1,28,0.004898920529549
20,21,Female,White,1,29,0.0017689012908903
20,21,Female,White,1,30,0.0031886117707131
20,21,Female,White,1,31,0.0020128993670916
20,21,Female,White,1,32,0.0018897644715314
20,21,Female,White,1,33,0.0044017177856314
20,21,Female,White,1,34,0.0026207939421271
20,21,Female,White,1,35,0.005549800883818
20,21,Female,White,1,36,0.0070084345472378
20,21,Female,White,1,37,0.0044131879750021
20,21,Female,White,1,38,0.003808298491734
20,21,Female,White,1,39,0.0028429938695304
20,21,Female,White,1,40,0.0027140773796785
20,21,Female,White,1,41,0.0021600012944948
20,21,Female,White,1,42,0.0075964465735804
20,21,Female,White,1,44,0.0059128630575917
20,21,Female,White,1,45,0.0023046773526767
20,21,Female,White,1,46,0.0011172676472739
20,21,Female,White,1,47,0.0017069996883577
20,21,Female,White,1,48,0.004751087854014
20,21,Female,White,1,49,0.0118452688709856
20,21,Female,White,1,50,0.0038369842025795
20,21,Female,White,1,51,0.0073191705428102
20,21,Female,White,1,53,0.0024024657890252
20,21,Female,White,1,54,0.0009534491680366
20,21,Female,White,1,55,0.0023558705186934
20,21,Female,White,1,56,0.0016930803855018
20,21,Male,AIAN,0,1,0.0032967189316143
20,21,Male,AIAN,0,2,0.0032967189316143
20,21,Male,AIAN,0,4,1.0853436491585366
20,21,Male,AIAN,0,5,0.0032967189316143
20,21,Male,AIAN,0,6,0.356983057017662
20,21,Male,AIAN,0,8,0.1612181547821699
20,21,Male,AIAN,0,9,0.0032967189316143
20,21,Male,AIAN,0,10,0.0032967189316143
20,21,Male,AIAN,0,11,0.0032967189316143
20,21,Male,AIAN,0,12,0.0032967189316143
20,21,Male,AIAN,0,13,1.1918627871396137
20,21,Male,AIAN,0,15,0.0032967189316143
20,21,Male,AIAN,0,16,0.0032967189316143
20,21,Male,AIAN,0,17,0.0032967189316143
20,21,Male,AIAN,0,18,0.1612181547821699
20,21,Male,AIAN,0,19,0.0032967189316143
20,21,Male,AIAN,0,20,0.0032967189316143
20,21,Male,AIAN,0,21,0.0032967189316143
20,21,Male,AIAN,0,22,0.0032967189316143
20,21,Male,AIAN,0,23,0.0032967189316143
20,21,Male,AIAN,0,24,0.0032967189316143
20,21,Male,AIAN,0,25,0.2504639190365854
20,21,Male,AIAN,0,26,0.0032967189316143
20,21,Male,AIAN,0,27,0.0032967189316143
20,21,Male,AIAN,0,28,0.0032967189316143
20,21,Male,AIAN,0,29,0.0032967189316143
20,21,Male,AIAN,0,30,0.0032967189316143
20,21,Male,AIAN,0,31,0.0032967189316143
20,21,Male,AIAN,0,32,0.0032967189316143
20,21,Male,AIAN,0,33,0.0032967189316143
20,21,Male,AIAN,0,34,0.097882451117746
20,21,Male,AIAN,0,35,0.0032967189316143
20,21,Male,AIAN,0,36,0.3454674745332212
