age_start,age_end,sex,race_ethnicity,born_in_us,state,group_quarters_person_emigration_rate
0,15,Female,Asian,0,45,0.0030858750448501
0,15,Female,Asian,0,46,0.0035562828260772
0,15,Female,Asian,0,47,0.0037534574260095
0,15,Female,Asian,0,48,0.0081592010001355
0,15,Female,Asian,0,49,0.0242844772866923
0,15,Female,Asian,0,50,0.0070636820394249
0,15,Female,Asian,0,51,0.0059828165823319
0,15,Female,Asian,0,53,0.0150023340612059
0,15,Female,Asian,0,54,0.0036994504116681
0,15,Female,Asian,0,55,0.007032963087955
0,15,Female,Asian,0,56,0.0061548802934079
0,15,Female,Asian,1,1,5.098613370720112e-05
0,15,Female,Asian,1,2,0.0001725768492218
0,15,Female,Asian,1,4,0.0001259774984847
0,15,Female,Asian,1,5,6.384647546816926e-05
0,15,Female,Asian,1,6,3.970559263884125e-05
0,15,Female,Asian,1,8,9.815884576239276e-05
0,15,Female,Asian,1,9,6.96226268708628e-05
0,15,Female,Asian,1,10,2.8224466873629197e-05
0,15,Female,Asian,1,11,0.0002889214243408
0,15,Female,Asian,1,12,6.617305731066682e-05
0,15,Female,Asian,1,13,6.09619211038888e-05
0,15,Female,Asian,1,15,5.581959517421575e-05
0,15,Female,Asian,1,16,0.0220928582479269
0,15,Female,Asian,1,17,5.526909072885307e-05
0,15,Female,Asian,1,18,8.116289479083418e-05
0,15,Female,Asian,1,19,9.185393249553882e-05
0,15,Female,Asian,1,20,7.952750334558502e-05
0,15,Female,Asian,1,21,8.59955243237256e-05
0,15,Female,Asian,1,22,8.349886416839101e-05
0,15,Female,Asian,1,23,9.62304942989474e-05
0,15,Female,Asian,1,24,3.634969218573456e-05
0,15,Female,Asian,1,25,0.0001733820353116
0,15,Female,Asian,1,26,6.060832886547742e-05
0,15,Female,Asian,1,27,5.722716528016384e-05
0,15,Female,Asian,1,28,0.0001797303843725
0,15,Female,Asian,1,29,6.630853637873727e-05
0,15,Female,Asian,1,30,0.0001550174565213
0,15,Female,Asian,1,31,5.790881996485989e-05
0,15,Female,Asian,1,32,1.004850129532348e-05
0,15,Female,Asian,1,33,0.0001741486954168
0,15,Female,Asian,1,34,1.945797347601349e-05
0,15,Female,Asian,1,35,0.0002969908960213
0,15,Female,Asian,1,36,9.69654747293202e-05
0,15,Female,Asian,1,37,7.237252709583234e-05
0,15,Female,Asian,1,38,0.0001651825356374
0,15,Female,Asian,1,39,7.531798868590047e-05
0,15,Female,Asian,1,40,9.160122430805108e-05
0,15,Female,Asian,1,41,5.270998983185031e-05
0,15,Female,Asian,1,42,7.520906642198634e-05
0,15,Female,Asian,1,44,9.902835060329848e-05
0,15,Female,Asian,1,45,4.132386059009823e-05
0,15,Female,Asian,1,46,6.965070051073008e-05
0,15,Female,Asian,1,47,6.632268069110478e-05
0,15,Female,Asian,1,48,9.461635936507106e-05
0,15,Female,Asian,1,49,0.0001311072009613
0,15,Female,Asian,1,50,0.0001395828179932
0,15,Female,Asian,1,51,5.990358085541373e-05
0,15,Female,Asian,1,53,5.6090300114810736e-05
0,15,Female,Asian,1,54,0.0001086375706079
0,15,Female,Asian,1,55,5.614071024005806e-05
0,15,Female,Asian,1,56,7.626213565854776e-05
0,15,Female,Black,0,1,0.0377573130768643
0,15,Female,Black,0,2,0.0171362834589891
0,15,Female,Black,0,4,0.0170370928765483
0,15,Female,Black,0,5,0.0080426290367522
0,15,Female,Black,0,6,0.0103195195693901
0,15,Female,Black,0,8,0.0086149319845815
0,15,Female,Black,0,9,0.0048350682867363
0,15,Female,Black,0,10,0.0014088212613943
0,15,Female,Black,0,11,0.0260794073912333
0,15,Female,Black,0,12,0.0086928148039533
0,15,Female,Black,0,13,0.0303574348498439
0,15,Female,Black,0,15,0.0140641130342759
0,15,Female,Black,0,16,0.0086020013739195
0,15,Female,Black,0,17,0.0062841267297363
0,15,Female,Black,0,18,0.0342518361945742
0,15,Female,Black,0,19,0.0097422703528063
0,15,Female,Black,0,20,0.0067859682497597
0,15,Female,Black,0,21,0.0057168105216351
0,15,Female,Black,0,22,0.0090519121932983
0,15,Female,Black,0,23,0.0049763767164904
0,15,Female,Black,0,24,0.0018658864001391
0,15,Female,Black,0,25,0.0100871228251112
0,15,Female,Black,0,26,0.0203594625932299
0,15,Female,Black,0,27,0.0028820350928889
0,15,Female,Black,0,28,0.168243716573136
0,15,Female,Black,0,29,0.0471726478081634
0,15,Female,Black,0,30,0.0219344428275061
0,15,Female,Black,0,31,0.0044903529184611
0,15,Female,Black,0,32,0.0028095246422882
0,15,Female,Black,0,33,0.0106625763744821
0,15,Female,Black,0,34,0.0025160666087912
0,15,Female,Black,0,35,0.0206422941343431
0,15,Female,Black,0,36,0.0065023110046372
0,15,Female,Black,0,37,0.0079113313156016
0,15,Female,Black,0,38,0.0044329897174616
0,15,Female,Black,0,39,0.02085315231312
0,15,Female,Black,0,40,0.0088265041570301
0,15,Female,Black,0,41,0.0077044730431615
0,15,Female,Black,0,42,0.0067543320341431
0,15,Female,Black,0,44,0.008452927568366
0,15,Female,Black,0,45,0.005064081454001
0,15,Female,Black,0,46,0.0038903994879867
0,15,Female,Black,0,47,0.0051165206536318
0,15,Female,Black,0,48,0.0094823543579706
0,15,Female,Black,0,49,0.0165426895588665
0,15,Female,Black,0,50,0.017273373726661
0,15,Female,Black,0,51,0.0655945294594488
0,15,Female,Black,0,53,0.0060401347707355
0,15,Female,Black,0,54,0.006779334849711
0,15,Female,Black,0,55,0.0266901484357117
0,15,Female,Black,0,56,0.0206320852846229
0,15,Female,Black,1,1,1.5109097585968303e-05
0,15,Female,Black,1,2,0.0001465086830081
0,15,Female,Black,1,4,9.644197732870872e-05
0,15,Female,Black,1,5,2.4602190566484043e-05
0,15,Female,Black,1,6,0.0003706521005546
0,15,Female,Black,1,8,0.0001048500506365
0,15,Female,Black,1,9,6.733633715609474e-05
0,15,Female,Black,1,10,2.4387087006439456e-06
0,15,Female,Black,1,11,0.0001333606059778
0,15,Female,Black,1,12,0.0003974715852829
0,15,Female,Black,1,13,9.84843184681102e-05
0,15,Female,Black,1,15,0.000109547017546
0,15,Female,Black,1,16,0.0001148686532113
0,15,Female,Black,1,17,4.58426671576325e-05
0,15,Female,Black,1,18,6.001571906382254e-05
0,15,Female,Black,1,19,6.33403383233256e-05
0,15,Female,Black,1,20,6.187846579495277e-05
0,15,Female,Black,1,21,5.657894050393102e-05
0,15,Female,Black,1,22,2.1115303131423585e-05
0,15,Female,Black,1,23,9.842378191829666e-05
0,15,Female,Black,1,24,1.9981747149638308e-05
0,15,Female,Black,1,25,0.00018170290178
0,15,Female,Black,1,26,4.10099091326236e-05
0,15,Female,Black,1,27,5.88493489741134e-05
0,15,Female,Black,1,28,3.00500740738742e-05
0,15,Female,Black,1,29,3.5585187937685494e-05
0,15,Female,Black,1,30,0.0002244871190328
0,15,Female,Black,1,31,6.977682658771011e-05
0,15,Female,Black,1,32,8.559044106082499e-06
0,15,Female,Black,1,33,0.0001366703893635
0,15,Female,Black,1,34,3.0433929354704136e-05
0,15,Female,Black,1,35,0.0001887800407285
0,15,Female,Black,1,36,9.065386446697732e-05
0,15,Female,Black,1,37,3.956759228915693e-05
0,15,Female,Black,1,38,0.0001517204543404
0,15,Female,Black,1,39,4.25060793743644e-05
0,15,Female,Black,1,40,7.220785091116039e-05
0,15,Female,Black,1,41,6.592355380861308e-05
0,15,Female,Black,1,42,5.8011618330675735e-05
0,15,Female,Black,1,44,0.0001614765172097
0,15,Female,Black,1,45,2.018436248412099e-05
0,15,Female,Black,1,46,4.76342605354321e-05
0,15,Female,Black,1,47,3.17321093536531e-05
0,15,Female,Black,1,48,8.14451248076578e-05
0,15,Female,Black,1,49,0.0001555134656989
0,15,Female,Black,1,50,0.0001701810219375
0,15,Female,Black,1,51,5.53966685962271e-05
0,15,Female,Black,1,53,8.926808127473419e-05
0,15,Female,Black,1,54,6.854513383595659e-05
0,15,Female,Black,1,55,4.0527797086510274e-05
0,15,Female,Black,1,56,0.0001368188017953
0,15,Female,Latino,0,1,0.0028083382120802
0,15,Female,Latino,0,2,0.0107739378568611
0,15,Female,Latino,0,4,0.004489279071313
0,15,Female,Latino,0,5,0.0255375689128112
0,15,Female,Latino,0,6,0.0068812563468064
0,15,Female,Latino,0,8,0.0053737321161976
0,15,Female,Latino,0,9,0.0038164944919935
0,15,Female,Latino,0,10,0.0011983013105242
0,15,Female,Latino,0,11,0.0204333304181849
0,15,Female,Latino,0,12,0.0057521285737164
0,15,Female,Latino,0,13,0.0041734573227698
0,15,Female,Latino,0,15,0.0097122526784072
0,15,Female,Latino,0,16,0.0040803926927191
0,15,Female,Latino,0,17,0.0037614047633765
0,15,Female,Latino,0,18,0.0056290719607224
0,15,Female,Latino,0,19,0.0051700806456109
0,15,Female,Latino,0,20,0.0035509059116929
0,15,Female,Latino,0,21,0.0080986772388178
0,15,Female,Latino,0,22,0.0047914800397197
0,15,Female,Latino,0,23,0.0084801195121602
0,15,Female,Latino,0,24,0.001983890379022
0,15,Female,Latino,0,25,0.0108093718751971
0,15,Female,Latino,0,26,0.0046019367651275
0,15,Female,Latino,0,27,0.0130712297133824
0,15,Female,Latino,0,28,0.0082097702050567
0,15,Female,Latino,0,29,0.0039270647344013
0,15,Female,Latino,0,30,0.0129132789223453
0,15,Female,Latino,0,31,0.0036385667323609
0,15,Female,Latino,0,32,0.000882137953976
0,15,Female,Latino,0,33,0.0086321143172163
0,15,Female,Latino,0,34,0.0014613987156365
0,15,Female,Latino,0,35,0.0211349811288291
0,15,Female,Latino,0,36,0.0109721267191056
0,15,Female,Latino,0,37,0.0053348801134947
0,15,Female,Latino,0,38,0.0108780338748018
0,15,Female,Latino,0,39,0.0049256119482689
0,15,Female,Latino,0,40,0.0041348555572709
0,15,Female,Latino,0,41,0.007233573021209
0,15,Female,Latino,0,42,0.0050979615466655
0,15,Female,Latino,0,44,0.0058598250899261
0,15,Female,Latino,0,45,0.0027843256232899
0,15,Female,Latino,0,46,0.0035389393099273
0,15,Female,Latino,0,47,0.0035605915558751
0,15,Female,Latino,0,48,0.0189850816455387
0,15,Female,Latino,0,49,0.0163240779658686
0,15,Female,Latino,0,50,0.0093220045373171
0,15,Female,Latino,0,51,0.0093919420373037
0,15,Female,Latino,0,53,0.0041068458278884
0,15,Female,Latino,0,54,0.0042783665895058
0,15,Female,Latino,0,55,0.0065263181072506
0,15,Female,Latino,0,56,0.0060658821935877
0,15,Female,Latino,1,1,3.321445196720196e-05
0,15,Female,Latino,1,2,0.0075414412880457
0,15,Female,Latino,1,4,4.459043873470446e-05
0,15,Female,Latino,1,5,4.43149702610881e-05
0,15,Female,Latino,1,6,2.8434775523930348e-05
0,15,Female,Latino,1,8,4.8197959403597446e-05
0,15,Female,Latino,1,9,4.7042624775943344e-05
0,15,Female,Latino,1,10,1.214773641097504e-05
0,15,Female,Latino,1,11,0.000314015956863
0,15,Female,Latino,1,12,3.3795361937151986e-05
0,15,Female,Latino,1,13,4.643138989941964e-05
0,15,Female,Latino,1,15,7.464935526925706e-05
0,15,Female,Latino,1,16,3.74095064474345e-05
0,15,Female,Latino,1,17,8.953731858456973e-05
0,15,Female,Latino,1,18,6.019103162789858e-05
0,15,Female,Latino,1,19,5.8607685307140113e-05
0,15,Female,Latino,1,20,4.361403276361317e-05
0,15,Female,Latino,1,21,6.537099961373335e-05
0,15,Female,Latino,1,22,5.883066747595255e-05
0,15,Female,Latino,1,23,8.616341196196105e-05
0,15,Female,Latino,1,24,2.937316376011612e-05
0,15,Female,Latino,1,25,0.0001254644198032
0,15,Female,Latino,1,26,5.190219677872449e-05
0,15,Female,Latino,1,27,5.7979983574415e-05
0,15,Female,Latino,1,28,8.737786971796895e-05
0,15,Female,Latino,1,29,4.8653479657307705e-05
0,15,Female,Latino,1,30,0.0001177479547197
0,15,Female,Latino,1,31,4.619736051870804e-05
0,15,Female,Latino,1,32,8.572335415714495e-06
0,15,Female,Latino,1,33,9.551616431570716e-05
0,15,Female,Latino,1,34,1.93670306828858e-05
0,15,Female,Latino,1,35,5.217884972574417e-05
0,15,Female,Latino,1,36,0.0001274774675118
0,15,Female,Latino,1,37,5.789597526972314e-05
0,15,Female,Latino,1,38,0.0001050878122484
0,15,Female,Latino,1,39,5.73551155361158e-05
0,15,Female,Latino,1,40,0.0003369996863478
0,15,Female,Latino,1,41,4.354695339079474e-05
0,15,Female,Latino,1,42,5.625768228810629e-05
0,15,Female,Latino,1,44,7.603597797123317e-05
0,15,Female,Latino,1,45,3.397419486635619e-05
0,15,Female,Latino,1,46,4.0191345439641066e-05
0,15,Female,Latino,1,47,4.888812464642133e-05
0,15,Female,Latino,1,48,0.0002216120693236
0,15,Female,Latino,1,49,7.42858607839792e-05
0,15,Female,Latino,1,50,0.0001174593567915
0,15,Female,Latino,1,51,6.593964080869776e-05
0,15,Female,Latino,1,53,4.856952901665617e-05
0,15,Female,Latino,1,54,4.8202864880022096e-05
0,15,Female,Latino,1,55,4.320844555503637e-05
0,15,Female,Latino,1,56,4.964003048816532e-05
0,15,Female,Multiracial or Other,0,1,0.0095963187370339
0,15,Female,Multiracial or Other,0,2,0.0320791226352276
0,15,Female,Multiracial or Other,0,4,0.0149179136730254
0,15,Female,Multiracial or Other,0,5,0.0075101624898526
0,15,Female,Multiracial or Other,0,6,0.0134049744225493
0,15,Female,Multiracial or Other,0,8,0.0163987725253111
0,15,Female,Multiracial or Other,0,9,0.0060195090259576
0,15,Female,Multiracial or Other,0,10,0.003664048972322
0,15,Female,Multiracial or Other,0,11,0.0352664713585996
0,15,Female,Multiracial or Other,0,12,0.0070269099615032
0,15,Female,Multiracial or Other,0,13,0.0300011227884113
0,15,Female,Multiracial or Other,0,15,0.0101995159147903
0,15,Female,Multiracial or Other,0,16,0.0112125408401133
0,15,Female,Multiracial or Other,0,17,0.0298000805268087
0,15,Female,Multiracial or Other,0,18,0.0110639910144626
0,15,Female,Multiracial or Other,0,19,0.0152064743063768
0,15,Female,Multiracial or Other,0,20,0.0143944781055508
0,15,Female,Multiracial or Other,0,21,0.0116307383092851
0,15,Female,Multiracial or Other,0,22,0.0113135547215557
0,15,Female,Multiracial or Other,0,23,0.0100003742628037
0,15,Female,Multiracial or Other,0,24,0.0055227793547827
0,15,Female,Multiracial or Other,0,25,0.0135640274456152
0,15,Female,Multiracial or Other,0,26,0.0064659687746859
0,15,Female,Multiracial or Other,0,27,0.0092124659875525
0,15,Female,Multiracial or Other,0,28,0.0212442642385371
0,15,Female,Multiracial or Other,0,29,0.0060515561015173
0,15,Female,Multiracial or Other,0,30,0.0283460491924694
0,15,Female,Multiracial or Other,0,31,0.0104687113494915
0,15,Female,Multiracial or Other,0,32,0.0042076166770071
0,15,Female,Multiracial or Other,0,33,0.0278293243373983
0,15,Female,Multiracial or Other,0,34,0.0038284789935182
0,15,Female,Multiracial or Other,0,35,0.0312923437077193
0,15,Female,Multiracial or Other,0,36,0.0353372419837939
0,15,Female,Multiracial or Other,0,37,0.0129451030687161
0,15,Female,Multiracial or Other,0,38,0.0690934949066442
0,15,Female,Multiracial or Other,0,39,0.0089902354483791
0,15,Female,Multiracial or Other,0,40,0.0090016172941754
0,15,Female,Multiracial or Other,0,41,0.010479180060841
0,15,Female,Multiracial or Other,0,42,0.0109713136605492
0,15,Female,Multiracial or Other,0,44,0.0131949382634216
0,15,Female,Multiracial or Other,0,45,0.0070792515273201
0,15,Female,Multiracial or Other,0,46,0.0062006982608526
0,15,Female,Multiracial or Other,0,47,0.0112538647007034
0,15,Female,Multiracial or Other,0,48,0.0150769749122795
0,15,Female,Multiracial or Other,0,49,0.0133089928713618
0,15,Female,Multiracial or Other,0,50,0.0180959153326925
0,15,Female,Multiracial or Other,0,51,0.144715698711371
0,15,Female,Multiracial or Other,0,53,0.0105069183252196
0,15,Female,Multiracial or Other,0,54,0.0148742940424025
0,15,Female,Multiracial or Other,0,55,0.0086750721382786
0,15,Female,Multiracial or Other,0,56,0.0115155824844407
0,15,Female,Multiracial or Other,1,1,2.30234904720574e-05
0,15,Female,Multiracial or Other,1,2,3.0845310226180465e-05
0,15,Female,Multiracial or Other,1,4,4.469786868322236e-05
0,15,Female,Multiracial or Other,1,5,1.823734782603733e-05
0,15,Female,Multiracial or Other,1,6,2.766721079388049e-05
0,15,Female,Multiracial or Other,1,8,5.656268474725285e-05
0,15,Female,Multiracial or Other,1,9,3.4258972087784735e-05
0,15,Female,Multiracial or Other,1,10,0.0
0,15,Female,Multiracial or Other,1,11,0.0002479947538784
0,15,Female,Multiracial or Other,1,12,1.984746893202936e-05
0,15,Female,Multiracial or Other,1,13,2.789554484249746e-05
0,15,Female,Multiracial or Other,1,15,2.1135972745990898e-05
0,15,Female,Multiracial or Other,1,16,1.5632012422317703e-05
0,15,Female,Multiracial or Other,1,17,3.425657411960314e-05
0,15,Female,Multiracial or Other,1,18,3.2529894023843813e-05
0,15,Female,Multiracial or Other,1,19,2.8867686264550548e-05
0,15,Female,Multiracial or Other,1,20,3.486551790271842e-05
0,15,Female,Multiracial or Other,1,21,2.269080292500632e-05
0,15,Female,Multiracial or Other,1,22,3.1372580486457056e-05
0,15,Female,Multiracial or Other,1,23,4.417742641089786e-05
0,15,Female,Multiracial or Other,1,24,1.6491218778863537e-05
0,15,Female,Multiracial or Other,1,25,8.922197172862121e-05
0,15,Female,Multiracial or Other,1,26,2.335502126373859e-05
0,15,Female,Multiracial or Other,1,27,3.934429206727554e-05
0,15,Female,Multiracial or Other,1,28,5.471349978633093e-05
0,15,Female,Multiracial or Other,1,29,3.235441246471316e-05
0,15,Female,Multiracial or Other,1,30,6.266983665001747e-05
0,15,Female,Multiracial or Other,1,31,2.924857670213533e-05
0,15,Female,Multiracial or Other,1,32,1.1175837038471185e-05
0,15,Female,Multiracial or Other,1,33,3.869483361707228e-05
0,15,Female,Multiracial or Other,1,34,1.186969505353792e-05
0,15,Female,Multiracial or Other,1,35,7.632531886953246e-05
0,15,Female,Multiracial or Other,1,36,5.974984094714351e-05
0,15,Female,Multiracial or Other,1,37,0.0011238549615829
0,15,Female,Multiracial or Other,1,38,2.0238282046468732e-05
0,15,Female,Multiracial or Other,1,39,2.4155965839779887e-05
0,15,Female,Multiracial or Other,1,40,1.896349523991883e-05
0,15,Female,Multiracial or Other,1,41,2.6510693489359917e-05
0,15,Female,Multiracial or Other,1,42,2.8163465295811085e-05
0,15,Female,Multiracial or Other,1,44,5.173881732418805e-05
0,15,Female,Multiracial or Other,1,45,1.6747502158872468e-05
0,15,Female,Multiracial or Other,1,46,1.7395139704593216e-05
0,15,Female,Multiracial or Other,1,47,2.1095639998975423e-05
0,15,Female,Multiracial or Other,1,48,6.13830167037334e-05
0,15,Female,Multiracial or Other,1,49,5.618548942344851e-05
0,15,Female,Multiracial or Other,1,50,7.497124013307754e-05
0,15,Female,Multiracial or Other,1,51,2.5906822237211947e-05
0,15,Female,Multiracial or Other,1,53,2.540541663234012e-05
0,15,Female,Multiracial or Other,1,54,4.254525548438685e-05
0,15,Female,Multiracial or Other,1,55,1.982515430179168e-05
0,15,Female,Multiracial or Other,1,56,4.977917500478692e-05
0,15,Female,NHOPI,0,1,0.0
0,15,Female,NHOPI,0,2,0.0
0,15,Female,NHOPI,0,4,0.0
0,15,Female,NHOPI,0,5,0.0
0,15,Female,NHOPI,0,6,0.0
0,15,Female,NHOPI,0,8,0.0
0,15,Female,NHOPI,0,9,0.0
0,15,Female,NHOPI,0,10,0.0
0,15,Female,NHOPI,0,11,0.0032967189316143
0,15,Female,NHOPI,0,12,0.0
0,15,Female,NHOPI,0,13,0.0
0,15,Female,NHOPI,0,15,0.0
0,15,Female,NHOPI,0,16,0.0
0,15,Female,NHOPI,0,17,0.0
0,15,Female,NHOPI,0,18,0.0
0,15,Female,NHOPI,0,19,0.0
0,15,Female,NHOPI,0,20,0.0
0,15,Female,NHOPI,0,21,0.0
0,15,Female,NHOPI,0,22,0.0
0,15,Female,NHOPI,0,23,0.0
0,15,Female,NHOPI,0,24,0.0
0,15,Female,NHOPI,0,25,0.0
0,15,Female,NHOPI,0,26,0.0
0,15,Female,NHOPI,0,27,0.0
0,15,Female,NHOPI,0,28,0.0
0,15,Female,NHOPI,0,29,0.0
0,15,Female,NHOPI,0,30,0.0
0,15,Female,NHOPI,0,31,0.0
0,15,Female,NHOPI,0,32,0.0
0,15,Female,NHOPI,0,33,0.0
0,15,Female,NHOPI,0,34,0.0
0,15,Female,NHOPI,0,35,0.0
0,15,Female,NHOPI,0,36,0.0
0,15,Female,NHOPI,0,37,0.0
0,15,Female,NHOPI,0,38,0.0032967189316143
0,15,Female,NHOPI,0,39,0.0
0,15,Female,NHOPI,0,40,0.0
0,15,Female,NHOPI,0,41,0.0
0,15,Female,NHOPI,0,42,0.0
0,15,Female,NHOPI,0,44,0.0
0,15,Female,NHOPI,0,45,0.0
0,15,Female,NHOPI,0,46,0.0
0,15,Female,NHOPI,0,47,0.0
0,15,Female,NHOPI,0,48,0.0
0,15,Female,NHOPI,0,49,0.0
0,15,Female,NHOPI,0,50,0.0
0,15,Female,NHOPI,0,51,0.0
0,15,Female,NHOPI,0,53,0.0
0,15,Female,NHOPI,0,54,0.0
0,15,Female,NHOPI,0,55,0.0
0,15,Female,NHOPI,0,56,0.0
0,15,Female,NHOPI,1,1,0.0002617177837372
0,15,Female,NHOPI,1,2,0.0001339021219121
0,15,Female,NHOPI,1,4,0.0001962883378029
0,15,Female,NHOPI,1,5,5.4836107068765286e-05
0,15,Female,NHOPI,1,6,0.0001504287802021
