draw,location,age_group_start,age_group_end,sex,year_start,year_end,cause,measure,unit,parameter,value
0,China,59,60,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.06637451222551483
0,China,60,61,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.06478535903416693
0,China,61,62,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.06319620584281904
0,China,62,63,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.061607052651471136
0,China,63,64,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.060017899460123245
0,China,64,65,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.05842874626877535
0,China,65,66,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.05683959307742746
0,China,66,67,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.05525043988607957
0,China,67,68,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.053661286694731664
0,China,68,69,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.05207213350338377
0,China,69,70,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.05048298031203588
0,China,70,71,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.04889382712068799
0,China,71,72,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.047304673929340096
0,China,72,73,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.04571552073799219
0,China,73,74,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.0441263675466443
0,China,74,75,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.04253721435529641
0,China,75,76,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.040948061163948515
0,China,76,77,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.039358907972600624
0,China,77,78,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.03776975478125272
0,China,78,79,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.036180601589904826
0,China,79,80,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.034591448398556934
0,China,80,81,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.03300229520720904
0,China,81,82,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.03141314201586115
0,China,82,83,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.029823988824513245
0,China,83,84,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.028234835633165353
0,China,84,85,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.02664568244181746
0,China,85,86,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.02505652925046957
0,China,86,87,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.023467376059121678
0,China,87,88,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.021878222867773772
0,China,88,89,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.02028906967642588
0,China,89,90,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.01869991648507799
0,China,90,91,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.017110763293730097
0,China,91,92,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.015521610102382205
0,China,92,93,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.0139324569110343
0,China,93,94,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.012343303719686408
0,China,94,95,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.010754150528338516
0,China,95,96,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.009164997336990624
0,China,96,97,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.007575844145642732
0,China,97,98,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.0059866909542948266
0,China,98,99,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.004397537762946935
0,China,99,100,female,2020,2021,hrHPV,incidence,per person-year,continuous,0.002808384571599043
