age_start,age_end,sex,race_ethnicity,born_in_us,state,household_emigration_rate
0,15,Female,AIAN,1,26,0.003027365619696795
0,15,Female,AIAN,1,27,0.0010189683293937795
0,15,Female,AIAN,1,28,0.0014187865445334602
0,15,Female,AIAN,1,29,0.0019580468498581255
0,15,Female,AIAN,1,30,0.00022652540808465978
0,15,Female,AIAN,1,31,0.0014900013642294922
0,15,Female,AIAN,1,32,0.011944898574340439
0,15,Female,AIAN,1,33,0.002197912883686178
0,15,Female,AIAN,1,34,0.004387715510942341
0,15,Female,AIAN,1,35,0.0003089209670210445
0,15,Female,AIAN,1,36,0.012348905329278714
0,15,Female,AIAN,1,37,0.009939237021599047
0,15,Female,AIAN,1,38,0.00042245419415259385
0,15,Female,AIAN,1,39,0.0115536631536138
0,15,Female,AIAN,1,40,0.00028443291332180446
0,15,Female,AIAN,1,41,0.0017540712032105658
0,15,Female,AIAN,1,42,0.003037835696882618
0,15,Female,AIAN,1,44,0.005003958805917324
0,15,Female,AIAN,1,45,0.002968272007452915
0,15,Female,AIAN,1,46,0.009384106489129247
0,15,Female,AIAN,1,47,0.0020939517509775186
0,15,Female,AIAN,1,48,0.007108577720467285
0,15,Female,AIAN,1,49,0.0018345775798019298
0,15,Female,AIAN,1,50,0.0022250280067382445
0,15,Female,AIAN,1,51,0.015488598959881977
0,15,Female,AIAN,1,53,0.011230548287498062
0,15,Female,AIAN,1,54,0.0034142614127108846
0,15,Female,AIAN,1,55,0.000754726507129155
0,15,Female,AIAN,1,56,0.0005777839403582485
0,15,Female,Asian,0,1,0.01872496154393033
0,15,Female,Asian,0,2,0.011223057682155245
0,15,Female,Asian,0,4,0.034559272909218945
0,15,Female,Asian,0,5,0.01356068714082414
0,15,Female,Asian,0,6,0.024056569388041623
0,15,Female,Asian,0,8,0.022816027868065424
0,15,Female,Asian,0,9,0.028187085524651274
0,15,Female,Asian,0,10,0.02815807421667247
0,15,Female,Asian,0,11,0.06296601447694346
0,15,Female,Asian,0,12,0.04117888667904926
0,15,Female,Asian,0,13,0.02976423532424492
0,15,Female,Asian,0,15,0.02446750063438631
0,15,Female,Asian,0,16,0.030794821400927937
0,15,Female,Asian,0,17,0.025517617289438268
0,15,Female,Asian,0,18,0.028832637455104965
0,15,Female,Asian,0,19,0.03878453476039349
0,15,Female,Asian,0,20,0.04823327575010536
0,15,Female,Asian,0,21,0.01927752090177619
0,15,Female,Asian,0,22,0.01777952127141298
0,15,Female,Asian,0,23,0.013415192486748318
0,15,Female,Asian,0,24,0.029429748278924545
0,15,Female,Asian,0,25,0.04533233934499634
0,15,Female,Asian,0,26,0.03753122144927922
0,15,Female,Asian,0,27,0.010290547244958937
0,15,Female,Asian,0,28,0.012529595523135434
0,15,Female,Asian,0,29,0.031588126562140315
0,15,Female,Asian,0,30,0.017211303957123284
0,15,Female,Asian,0,31,0.04617366214749491
0,15,Female,Asian,0,32,0.011592895606399159
0,15,Female,Asian,0,33,0.013257689643740604
0,15,Female,Asian,0,34,0.028488222281533027
0,15,Female,Asian,0,35,0.020419332650383717
0,15,Female,Asian,0,36,0.029035554209708665
0,15,Female,Asian,0,37,0.0247127668270355
0,15,Female,Asian,0,38,0.027552446362894584
0,15,Female,Asian,0,39,0.026062039782202655
0,15,Female,Asian,0,40,0.015683212442167256
0,15,Female,Asian,0,41,0.029212602116334658
0,15,Female,Asian,0,42,0.024676683198668965
0,15,Female,Asian,0,44,0.047494751546130205
0,15,Female,Asian,0,45,0.030286798113915245
0,15,Female,Asian,0,46,0.011099826809040545
0,15,Female,Asian,0,47,0.022218653036403645
0,15,Female,Asian,0,48,0.03602029030024405
0,15,Female,Asian,0,49,0.024285647749315502
0,15,Female,Asian,0,50,0.036202172484625844
0,15,Female,Asian,0,51,0.027811222632179944
0,15,Female,Asian,0,53,0.020598944763873847
0,15,Female,Asian,0,54,0.010535811562514217
0,15,Female,Asian,0,55,0.01816440710074164
0,15,Female,Asian,0,56,0.030718416900346053
0,15,Female,Asian,1,1,0.0013215376647286914
0,15,Female,Asian,1,2,0.0012455524916779967
0,15,Female,Asian,1,4,0.0019062499614649533
0,15,Female,Asian,1,5,0.0007311034717244432
0,15,Female,Asian,1,6,0.002354156157550811
0,15,Female,Asian,1,8,0.0011211461507497995
0,15,Female,Asian,1,9,0.0012835990213911049
0,15,Female,Asian,1,10,0.0007823748861155073
0,15,Female,Asian,1,11,0.0022601633857848168
0,15,Female,Asian,1,12,0.0023146918532616313
0,15,Female,Asian,1,13,0.0022587854105475887
0,15,Female,Asian,1,15,0.0007410008055866201
0,15,Female,Asian,1,16,0.0019551993431733555
0,15,Female,Asian,1,17,0.0013323157495243887
0,15,Female,Asian,1,18,0.0012121735149912508
0,15,Female,Asian,1,19,0.0016100017201536032
0,15,Female,Asian,1,20,0.0014600019474934637
0,15,Female,Asian,1,21,0.0010796472733426191
0,15,Female,Asian,1,22,0.0011041695577555363
0,15,Female,Asian,1,23,0.0013045612278158245
0,15,Female,Asian,1,24,0.0017735426848610662
0,15,Female,Asian,1,25,0.0024622606331735713
0,15,Female,Asian,1,26,0.0012374047122922025
0,15,Female,Asian,1,27,0.0005351482953984836
0,15,Female,Asian,1,28,0.0009461631128177998
0,15,Female,Asian,1,29,0.0010445719239341115
0,15,Female,Asian,1,30,0.0016054983139090024
0,15,Female,Asian,1,31,0.0009608981042036782
0,15,Female,Asian,1,32,0.0008651578098938958
0,15,Female,Asian,1,33,0.0013685101960431074
0,15,Female,Asian,1,34,0.002303345160540617
0,15,Female,Asian,1,35,0.001735603466021398
0,15,Female,Asian,1,36,0.0017833059940162474
0,15,Female,Asian,1,37,0.001956948051057935
0,15,Female,Asian,1,38,0.0014512542847848137
0,15,Female,Asian,1,39,0.012061186886514327
0,15,Female,Asian,1,40,0.0009314653956268135
0,15,Female,Asian,1,41,0.004101084411834954
0,15,Female,Asian,1,42,0.00209975960936404
0,15,Female,Asian,1,44,0.0011098174074874684
0,15,Female,Asian,1,45,0.0016026636809601223
0,15,Female,Asian,1,46,0.0014298166549019172
0,15,Female,Asian,1,47,0.00107046665816627
0,15,Female,Asian,1,48,0.002526969341282478
0,15,Female,Asian,1,49,0.0032353133024526663
0,15,Female,Asian,1,50,0.0014124054108553192
0,15,Female,Asian,1,51,0.00414772755018985
0,15,Female,Asian,1,53,0.0016133234938899474
0,15,Female,Asian,1,54,0.0010404906469328233
0,15,Female,Asian,1,55,0.0010543565417629021
0,15,Female,Asian,1,56,0.0012502675696137182
0,15,Female,Black,0,1,0.005889975049384359
0,15,Female,Black,0,2,0.008964083164212459
0,15,Female,Black,0,4,0.024397019742147828
0,15,Female,Black,0,5,0.004283560347045123
0,15,Female,Black,0,6,0.010014619308956531
0,15,Female,Black,0,8,0.027981206745427735
0,15,Female,Black,0,9,0.0055128715197563394
0,15,Female,Black,0,10,0.0030987071456818603
0,15,Female,Black,0,11,0.005740317769846316
0,15,Female,Black,0,12,0.009101978380384757
0,15,Female,Black,0,13,0.013268971950242776
0,15,Female,Black,0,15,0.015883357899630142
0,15,Female,Black,0,16,0.006382759117856502
0,15,Female,Black,0,17,0.014821352775930274
0,15,Female,Black,0,18,0.01677139831791457
0,15,Female,Black,0,19,0.003649113400215526
0,15,Female,Black,0,20,0.03939926289306999
0,15,Female,Black,0,21,0.01873454249784791
0,15,Female,Black,0,22,0.012142369915184347
0,15,Female,Black,0,23,0.02615238122612591
0,15,Female,Black,0,24,0.008246661975420852
0,15,Female,Black,0,25,0.007216801622587676
0,15,Female,Black,0,26,0.006910276573977197
0,15,Female,Black,0,27,0.007023168828104079
0,15,Female,Black,0,28,0.004446369565934896
0,15,Female,Black,0,29,0.007370167167381205
0,15,Female,Black,0,30,0.007764012217555443
0,15,Female,Black,0,31,0.006019343398641348
0,15,Female,Black,0,32,0.005622640061763118
0,15,Female,Black,0,33,0.006068918424760277
0,15,Female,Black,0,34,0.00991671138029783
0,15,Female,Black,0,35,0.007625179400351876
0,15,Female,Black,0,36,0.005306552260740986
0,15,Female,Black,0,37,0.012454715947693451
0,15,Female,Black,0,38,0.004565064869021605
0,15,Female,Black,0,39,0.02138406343385404
0,15,Female,Black,0,40,0.007107691210164309
0,15,Female,Black,0,41,0.011139079281292373
0,15,Female,Black,0,42,0.0069083324233158196
0,15,Female,Black,0,44,0.004717254873056368
0,15,Female,Black,0,45,0.014561345903130322
0,15,Female,Black,0,46,0.0023477212921898063
0,15,Female,Black,0,47,0.015544898211364776
0,15,Female,Black,0,48,0.014401668397482971
0,15,Female,Black,0,49,0.006996980804891496
0,15,Female,Black,0,50,0.006095735210510589
0,15,Female,Black,0,51,0.011285757629281306
0,15,Female,Black,0,53,0.007779330032013485
0,15,Female,Black,0,54,0.005115037184872
0,15,Female,Black,0,55,0.004437649484876047
0,15,Female,Black,0,56,0.01095417214777162
0,15,Female,Black,1,1,0.0002768645988629745
0,15,Female,Black,1,2,0.0005022902528207504
0,15,Female,Black,1,4,0.0008481581383058436
0,15,Female,Black,1,5,0.00011662196215673461
0,15,Female,Black,1,6,0.0009367805569653118
0,15,Female,Black,1,8,0.000597819078476735
0,15,Female,Black,1,9,0.0004127285015188348
0,15,Female,Black,1,10,0.0002018439692220779
0,15,Female,Black,1,11,0.0005578291776119244
0,15,Female,Black,1,12,0.0009562474693256793
0,15,Female,Black,1,13,0.001063799379428798
0,15,Female,Black,1,15,0.0025321214287108477
0,15,Female,Black,1,16,0.0013483065740178695
0,15,Female,Black,1,17,0.0009189814838055451
0,15,Female,Black,1,18,0.00034031918378248864
0,15,Female,Black,1,19,0.00035755736159218446
0,15,Female,Black,1,20,0.0007697978832332794
0,15,Female,Black,1,21,0.0002041259516104392
0,15,Female,Black,1,22,0.0001081368178545803
0,15,Female,Black,1,23,0.00031345971115071957
0,15,Female,Black,1,24,0.0008456231479537747
0,15,Female,Black,1,25,0.0007604738083340961
0,15,Female,Black,1,26,0.00036220621398171305
0,15,Female,Black,1,27,0.00034172008059461513
0,15,Female,Black,1,28,0.00012117552902315099
0,15,Female,Black,1,29,0.0004792488264598166
0,15,Female,Black,1,30,0.0004614943610505432
0,15,Female,Black,1,31,0.00041061106827058023
0,15,Female,Black,1,32,0.000609581342341594
0,15,Female,Black,1,33,0.000496551722644999
0,15,Female,Black,1,34,0.00047863139477917303
0,15,Female,Black,1,35,0.0005016034347721693
0,15,Female,Black,1,36,0.0006229711017953258
0,15,Female,Black,1,37,0.0007792787089383353
0,15,Female,Black,1,38,0.005537372776827132
0,15,Female,Black,1,39,0.00038005378519327725
0,15,Female,Black,1,40,0.0020632691410785164
0,15,Female,Black,1,41,0.0005762667903266258
0,15,Female,Black,1,42,0.00037041584651854485
0,15,Female,Black,1,44,0.00046985685773588215
0,15,Female,Black,1,45,0.0003064677355429854
0,15,Female,Black,1,46,0.0003573255114260088
0,15,Female,Black,1,47,0.0005129157301321214
0,15,Female,Black,1,48,0.0006428237636674823
0,15,Female,Black,1,49,0.0006393995838929926
0,15,Female,Black,1,50,0.0014118354023163835
0,15,Female,Black,1,51,0.0010701504336898644
0,15,Female,Black,1,53,0.0009942192933215695
0,15,Female,Black,1,54,0.0002593059445212255
0,15,Female,Black,1,55,0.00029559438298960004
0,15,Female,Black,1,56,0.00179915853860543
0,15,Female,Latino,0,1,0.007435293006959501
0,15,Female,Latino,0,2,0.010679249307140802
0,15,Female,Latino,0,4,0.02032472140771461
0,15,Female,Latino,0,5,0.003059820330582794
0,15,Female,Latino,0,6,0.006975638924603466
0,15,Female,Latino,0,8,0.005351905370823258
0,15,Female,Latino,0,9,0.01635486684895777
0,15,Female,Latino,0,10,0.015576940247201382
0,15,Female,Latino,0,11,0.020036258912471145
0,15,Female,Latino,0,12,0.01607199273356774
0,15,Female,Latino,0,13,0.010447072343052654
0,15,Female,Latino,0,15,0.016389251817245504
0,15,Female,Latino,0,16,0.0052264772618182635
0,15,Female,Latino,0,17,0.009072367389389715
0,15,Female,Latino,0,18,0.008519470384905739
0,15,Female,Latino,0,19,0.006288542049812193
0,15,Female,Latino,0,20,0.006659364460309692
0,15,Female,Latino,0,21,0.01133637656244527
0,15,Female,Latino,0,22,0.020281598483073527
0,15,Female,Latino,0,23,0.004666852540019954
0,15,Female,Latino,0,24,0.020630930113650033
0,15,Female,Latino,0,25,0.020487527642321247
0,15,Female,Latino,0,26,0.010130751129649104
0,15,Female,Latino,0,27,0.008883508970186998
0,15,Female,Latino,0,28,0.0039466771653912025
0,15,Female,Latino,0,29,0.0052391772541710456
0,15,Female,Latino,0,30,0.006677877153149247
0,15,Female,Latino,0,31,0.004503822138962936
0,15,Female,Latino,0,32,0.005661287229085737
0,15,Female,Latino,0,33,0.008914173219261481
0,15,Female,Latino,0,34,0.008028588777136223
0,15,Female,Latino,0,35,0.004119507605532491
0,15,Female,Latino,0,36,0.009206050649012667
0,15,Female,Latino,0,37,0.014543666705987356
0,15,Female,Latino,0,38,0.009284261961456491
0,15,Female,Latino,0,39,0.008064163164678265
0,15,Female,Latino,0,40,0.005189859336931083
0,15,Female,Latino,0,41,0.006126634735764643
0,15,Female,Latino,0,42,0.010417750854457475
0,15,Female,Latino,0,44,0.017847857084643776
0,15,Female,Latino,0,45,0.006091767976482395
0,15,Female,Latino,0,46,0.008509093107068731
0,15,Female,Latino,0,47,0.009769850950003848
0,15,Female,Latino,0,48,0.011095519859780988
0,15,Female,Latino,0,49,0.01531930834886189
0,15,Female,Latino,0,50,0.00830364713473936
0,15,Female,Latino,0,51,0.010233132764974324
0,15,Female,Latino,0,53,0.012820301383097227
0,15,Female,Latino,0,54,0.005331919031989841
0,15,Female,Latino,0,55,0.004427484476051289
0,15,Female,Latino,0,56,0.045029328347229405
0,15,Female,Latino,1,1,0.0007450924744044624
0,15,Female,Latino,1,2,0.0007737393647180194
0,15,Female,Latino,1,4,0.0012665628217265164
0,15,Female,Latino,1,5,0.0003897569109195493
0,15,Female,Latino,1,6,0.0007588808723009426
0,15,Female,Latino,1,8,0.001954842099356447
0,15,Female,Latino,1,9,0.0005615944164354401
0,15,Female,Latino,1,10,0.0016155051737358173
0,15,Female,Latino,1,11,0.011248107859112197
0,15,Female,Latino,1,12,0.0025953239597248596
0,15,Female,Latino,1,13,0.001165277443024606
0,15,Female,Latino,1,15,0.0029673137469303033
0,15,Female,Latino,1,16,0.00037409800908464136
0,15,Female,Latino,1,17,0.0009005241301832649
0,15,Female,Latino,1,18,0.0012123689238193115
0,15,Female,Latino,1,19,0.0005456628891266053
0,15,Female,Latino,1,20,0.0016503503543727257
0,15,Female,Latino,1,21,0.0006723870139845232
0,15,Female,Latino,1,22,0.0006829552278527603
0,15,Female,Latino,1,23,0.0005336074216716231
0,15,Female,Latino,1,24,0.001749110548559872
0,15,Female,Latino,1,25,0.0015525517770318025
0,15,Female,Latino,1,26,0.0013221494411423643
0,15,Female,Latino,1,27,0.0019554924567955663
0,15,Female,Latino,1,28,0.0005059261586452968
0,15,Female,Latino,1,29,0.004172588373309841
0,15,Female,Latino,1,30,0.014126035771214981
0,15,Female,Latino,1,31,0.0005769056496859139
0,15,Female,Latino,1,32,0.000640823728390059
0,15,Female,Latino,1,33,0.0007494116665955443
0,15,Female,Latino,1,34,0.0009781088405778115
0,15,Female,Latino,1,35,0.0004043944285025452
0,15,Female,Latino,1,36,0.0012813354554744253
0,15,Female,Latino,1,37,0.0016584605895253529
0,15,Female,Latino,1,38,0.001039479455127768
0,15,Female,Latino,1,39,0.0008320368907378692
0,15,Female,Latino,1,40,0.0006187929831777833
0,15,Female,Latino,1,41,0.0007644834461101256
0,15,Female,Latino,1,42,0.001189282413117155
0,15,Female,Latino,1,44,0.0009605348722313109
0,15,Female,Latino,1,45,0.0007906915747227667
0,15,Female,Latino,1,46,0.0005649298404765197
0,15,Female,Latino,1,47,0.0008050466066095237
0,15,Female,Latino,1,48,0.0011480762008213333
0,15,Female,Latino,1,49,0.0006194328316993824
0,15,Female,Latino,1,50,0.0009018407875372352
0,15,Female,Latino,1,51,0.0032123670459537007
0,15,Female,Latino,1,53,0.0013223133819881844
0,15,Female,Latino,1,54,0.0006245381781993759
0,15,Female,Latino,1,55,0.0006824147232943232
0,15,Female,Latino,1,56,0.0003083435061345455
0,15,Female,Multiracial or Other,0,1,0.01971364498758652
0,15,Female,Multiracial or Other,0,2,0.021942797197740983
0,15,Female,Multiracial or Other,0,4,0.0301406011909109
0,15,Female,Multiracial or Other,0,5,0.018765548483120852
0,15,Female,Multiracial or Other,0,6,0.0438007629299274
0,15,Female,Multiracial or Other,0,8,0.07648232964266308
0,15,Female,Multiracial or Other,0,9,0.04797548683842333
0,15,Female,Multiracial or Other,0,10,0.0160402235146232
0,15,Female,Multiracial or Other,0,11,0.03736108953083456
0,15,Female,Multiracial or Other,0,12,0.02776601567478472
0,15,Female,Multiracial or Other,0,13,0.016925697423101366
0,15,Female,Multiracial or Other,0,15,0.16181998473321732
0,15,Female,Multiracial or Other,0,16,0.01938099100088863
0,15,Female,Multiracial or Other,0,17,0.03426917321980345
0,15,Female,Multiracial or Other,0,18,0.019680850068536346
0,15,Female,Multiracial or Other,0,19,0.02551788884942459
0,15,Female,Multiracial or Other,0,20,0.02097965261097245
0,15,Female,Multiracial or Other,0,21,0.014801988136921664
0,15,Female,Multiracial or Other,0,22,0.013449756276617035
0,15,Female,Multiracial or Other,0,23,0.009653592979855914
0,15,Female,Multiracial or Other,0,24,0.025899119152038377
0,15,Female,Multiracial or Other,0,25,0.042298167332936135
0,15,Female,Multiracial or Other,0,26,0.01711875628760136
0,15,Female,Multiracial or Other,0,27,0.019991256493538678
0,15,Female,Multiracial or Other,0,28,0.010876824373827459
0,15,Female,Multiracial or Other,0,29,0.014183269200394004
0,15,Female,Multiracial or Other,0,30,0.019851542291434376
0,15,Female,Multiracial or Other,0,31,0.01999295933736558
0,15,Female,Multiracial or Other,0,32,0.00966961176763669
0,15,Female,Multiracial or Other,0,33,0.022388893253665307
0,15,Female,Multiracial or Other,0,34,0.019607739343327598
0,15,Female,Multiracial or Other,0,35,0.02218970015447497
0,15,Female,Multiracial or Other,0,36,0.014212303537494895
0,15,Female,Multiracial or Other,0,37,0.03847709163182926
0,15,Female,Multiracial or Other,0,38,0.03925573818194518
0,15,Female,Multiracial or Other,0,39,0.03185673918683523
0,15,Female,Multiracial or Other,0,40,0.02066750961586091
0,15,Female,Multiracial or Other,0,41,0.023890893503586596
0,15,Female,Multiracial or Other,0,42,0.0329573255026302
0,15,Female,Multiracial or Other,0,44,0.012479986793418538
0,15,Female,Multiracial or Other,0,45,0.0209162729595809
0,15,Female,Multiracial or Other,0,46,0.009399832547706504
0,15,Female,Multiracial or Other,0,47,0.02018321931943016
0,15,Female,Multiracial or Other,0,48,0.060114212801026225
0,15,Female,Multiracial or Other,0,49,0.042273339361177144
0,15,Female,Multiracial or Other,0,50,0.021230328769491904
0,15,Female,Multiracial or Other,0,51,0.0819310360935935
0,15,Female,Multiracial or Other,0,53,0.021321960512516152
0,15,Female,Multiracial or Other,0,54,0.013414937671755367
0,15,Female,Multiracial or Other,0,55,0.01385161330612906
0,15,Female,Multiracial or Other,0,56,0.012319740861041468
0,15,Female,Multiracial or Other,1,1,0.0012559840773092564
0,15,Female,Multiracial or Other,1,2,0.004015229652398456
0,15,Female,Multiracial or Other,1,4,0.0015083774123528931
0,15,Female,Multiracial or Other,1,5,0.0011131336671313947
0,15,Female,Multiracial or Other,1,6,0.002823657893980646
0,15,Female,Multiracial or Other,1,8,0.0011123691617266139
0,15,Female,Multiracial or Other,1,9,0.0014933242645527491
0,15,Female,Multiracial or Other,1,10,0.0009372953369446623
0,15,Female,Multiracial or Other,1,11,0.006883859080325805
0,15,Female,Multiracial or Other,1,12,0.002753501164366527
0,15,Female,Multiracial or Other,1,13,0.005342859263303985
0,15,Female,Multiracial or Other,1,15,0.006691046563747008
0,15,Female,Multiracial or Other,1,16,0.0007893353925167695
0,15,Female,Multiracial or Other,1,17,0.001643408898830319
0,15,Female,Multiracial or Other,1,18,0.0018550932329673268
0,15,Female,Multiracial or Other,1,19,0.0026709560722493475
0,15,Female,Multiracial or Other,1,20,0.0010851776063812782
0,15,Female,Multiracial or Other,1,21,0.0007324456017320122
0,15,Female,Multiracial or Other,1,22,0.001158898600988296
0,15,Female,Multiracial or Other,1,23,0.0008571292944412462
0,15,Female,Multiracial or Other,1,24,0.0094156053722486
0,15,Female,Multiracial or Other,1,25,0.003815151897043972
0,15,Female,Multiracial or Other,1,26,0.0016423816952050075
0,15,Female,Multiracial or Other,1,27,0.0020851671071365997
0,15,Female,Multiracial or Other,1,28,0.0007904305817508356
0,15,Female,Multiracial or Other,1,29,0.0012888872337226728
0,15,Female,Multiracial or Other,1,30,0.0007501047455542927
0,15,Female,Multiracial or Other,1,31,0.0013956196104539238
0,15,Female,Multiracial or Other,1,32,0.0008647996085496409
0,15,Female,Multiracial or Other,1,33,0.0009806889470032325
0,15,Female,Multiracial or Other,1,34,0.002263417909371665
0,15,Female,Multiracial or Other,1,35,0.04545928280766074
0,15,Female,Multiracial or Other,1,36,0.0021009541150907624
0,15,Female,Multiracial or Other,1,37,0.0016280944620114919
0,15,Female,Multiracial or Other,1,38,0.0011979886319216698
0,15,Female,Multiracial or Other,1,39,0.0038925855724891802
0,15,Female,Multiracial or Other,1,40,0.0004654374445293835
0,15,Female,Multiracial or Other,1,41,0.0026900727415078247
0,15,Female,Multiracial or Other,1,42,0.004275177836178824
0,15,Female,Multiracial or Other,1,44,0.00664707061335624
0,15,Female,Multiracial or Other,1,45,0.0027336714825988264
0,15,Female,Multiracial or Other,1,46,0.0008277347243696325
0,15,Female,Multiracial or Other,1,47,0.0029637532882135597
0,15,Female,Multiracial or Other,1,48,0.0029887681621452843
0,15,Female,Multiracial or Other,1,49,0.0012551050401695552
0,15,Female,Multiracial or Other,1,50,0.0012078673403964496
0,15,Female,Multiracial or Other,1,51,0.002617377538409081
0,15,Female,Multiracial or Other,1,53,0.0012095877856594193
0,15,Female,Multiracial or Other,1,54,0.0007267575617434324
0,15,Female,Multiracial or Other,1,55,0.0007513887152079097
0,15,Female,Multiracial or Other,1,56,0.0007878728868730446
0,15,Female,NHOPI,0,1,0.0015277905160234503
0,15,Female,NHOPI,0,2,0.00041625981528407716
0,15,Female,NHOPI,0,4,0.0009092200063653275
0,15,Female,NHOPI,0,5,0.00011854648461164656
0,15,Female,NHOPI,0,6,0.0021687282860776594
0,15,Female,NHOPI,0,8,0.0012834011292277838
0,15,Female,NHOPI,0,9,0.0014172655615624535
0,15,Female,NHOPI,0,10,0.005342000962812324
0,15,Female,NHOPI,0,11,0.0024191270275911716
0,15,Female,NHOPI,0,12,0.0019556151830907227
0,15,Female,NHOPI,0,13,0.0013895044937449542
0,15,Female,NHOPI,0,15,3.9902901683005224e-05
0,15,Female,NHOPI,0,16,0.0037342646999132113
0,15,Female,NHOPI,0,17,0.0015389394570362908
0,15,Female,NHOPI,0,18,0.0013679247515852677
0,15,Female,NHOPI,0,19,0.0002879972231136863
0,15,Female,NHOPI,0,20,0.0015290214923722235
0,15,Female,NHOPI,0,21,0.0009005031544130473
0,15,Female,NHOPI,0,22,0.001162884563333295
0,15,Female,NHOPI,0,23,0.0022079787105382617
0,15,Female,NHOPI,0,24,0.001990807812228195
0,15,Female,NHOPI,0,25,0.0017573954808829191
0,15,Female,NHOPI,0,26,0.0012515505906854994
0,15,Female,NHOPI,0,27,0.0008420888217241103
0,15,Female,NHOPI,0,28,0.00018671323499566054
0,15,Female,NHOPI,0,29,0.0004267036099327816
0,15,Female,NHOPI,0,30,0.0
0,15,Female,NHOPI,0,31,0.001583929564276615
0,15,Female,NHOPI,0,32,0.0003052571978749899
0,15,Female,NHOPI,0,33,0.010684001925624648
0,15,Female,NHOPI,0,34,0.002036271178230421
0,15,Female,NHOPI,0,35,0.001530584636942094
0,15,Female,NHOPI,0,36,0.0013448040004214238
0,15,Female,NHOPI,0,37,0.03295250893128698
0,15,Female,NHOPI,0,38,0.001017523992916633
0,15,Female,NHOPI,0,39,0.0011476340808986856
