state,puma,zipcode,proportion
1,1600,35473,0.0507
1,1600,35476,0.0666
1,1700,35034,0.0236
1,1700,35035,0.0102
1,1700,35042,0.0407
1,1700,35074,0.0007
1,1700,35111,0.0022
1,1700,35115,0.0009
1,1700,35184,0.0395
1,1700,35188,0.0152
1,1700,35441,0.0126
1,1700,35442,0.0023
1,1700,35443,0.0196
1,1700,35456,0.0002
1,1700,35459,0.0067
1,1700,35460,0.0064
1,1700,35462,0.0404
1,1700,35463,0.0004
1,1700,35464,0.0048
1,1700,35469,0.0016
1,1700,35470,0.0395
1,1700,35474,0.0301
1,1700,35477,0.0031
1,1700,35480,0.0018
1,1700,36701,0.1755
1,1700,36703,0.0921
1,1700,36722,0.0002
1,1700,36728,0.0014
1,1700,36732,0.0615
1,1700,36736,0.0082
1,1700,36738,0.0067
1,1700,36740,0.0135
1,1700,36742,0.0186
1,1700,36744,0.0551
1,1700,36748,0.0259
1,1700,36749,0.0029
1,1700,36750,0.0003
1,1700,36754,0.0033
1,1700,36756,0.042
1,1700,36758,0.0051
1,1700,36759,0.0125
1,1700,36761,0.0061
1,1700,36763,0.0013
1,1700,36765,0.0089
1,1700,36767,0.0157
1,1700,36769,0.0022
1,1700,36773,0.0041
1,1700,36775,0.0068
1,1700,36776,0.0115
1,1700,36782,0.0197
1,1700,36783,0.0086
1,1700,36784,0.0066
1,1700,36785,0.0024
1,1700,36786,0.0239
1,1700,36792,0.0051
1,1700,36793,0.0043
1,1700,36901,0.0027
1,1700,36907,0.0157
1,1700,36922,0.0019
1,1700,36925,0.0249
1,1800,35010,0.1502
1,1800,35040,0.0063
1,1800,35045,0.0996
1,1800,35046,0.0432
1,1800,35072,0.0281
1,1800,35085,0.0576
1,1800,35089,0.0161
1,1800,35115,0.0159
1,1800,35136,0.0187
1,1800,35150,0.0009
1,1800,35151,0.0161
1,1800,35171,0.0206
1,1800,35183,0.0052
1,1800,36006,0.0022
1,1800,36026,0.0097
1,1800,36051,0.0027
1,1800,36078,0.0324
1,1800,36080,0.0001
1,1800,36091,0.0233
1,1800,36255,0.0002
1,1800,36256,0.0115
1,1800,36274,0.0053
1,1800,36276,0.0032
1,1800,36750,0.0198
1,1800,36758,0.0034
1,1800,36790,0.001
1,1800,36792,0.003
1,1800,36793,0.0008
1,1800,36801,0.0018
1,1800,36850,0.0214
1,1800,36852,0.0027
1,1800,36853,0.0922
1,1800,36854,0.0939
1,1800,36855,0.013
1,1800,36861,0.0313
1,1800,36862,0.0472
1,1800,36863,0.0893
1,1800,36866,0.0056
1,1800,36879,0.0044
1,1900,36801,0.1582
1,1900,36804,0.1056
1,1900,36830,0.2482
1,1900,36832,0.188
1,1900,36849,0
1,1900,36850,0.0004
1,1900,36852,0.0118
1,1900,36854,0.022
1,1900,36865,0.0003
1,1900,36866,0.0018
1,1900,36867,0.0293
1,1900,36870,0.096
1,1900,36874,0.0515
1,1900,36877,0.0762
1,1900,36879,0.0107
1,2000,36064,0.0211
1,2000,36104,0.046
1,2000,36105,0.0538
1,2000,36106,0.0818
1,2000,36107,0.0509
1,2000,36108,0.0883
1,2000,36109,0.1262
1,2000,36110,0.0499
1,2000,36111,0.0639
1,2000,36112,0
1,2000,36113,0.0041
1,2000,36115,0.0035
1,2000,36116,0.2081
1,2000,36117,0.2024
1,2100,35010,0.0076
1,2100,36003,0.0136
1,2100,36006,0.0059
1,2100,36013,0.0028
1,2100,36020,0.0062
1,2100,36022,0.0621
1,2100,36024,0.0413
1,2100,36025,0.0176
1,2100,36026,0.0049
1,2100,36032,0.0122
1,2100,36036,0.0096
1,2100,36040,0.0227
1,2100,36041,0.0002
1,2100,36043,0.023
1,2100,36046,0.0036
1,2100,36047,0.0088
1,2100,36051,0.0112
1,2100,36052,0.0044
1,2100,36054,0.084
1,2100,36064,0.0109
1,2100,36066,0.1052
1,2100,36067,0.1456
1,2100,36069,0.0131
1,2100,36078,0.0504
1,2100,36080,0.0164
1,2100,36091,0.0019
1,2100,36092,0.1112
1,2100,36093,0.0504
1,2100,36104,0.0049
1,2100,36105,0.0095
1,2100,36108,0.0258
1,2100,36109,0.0001
1,2100,36110,0.0148
1,2100,36116,0.0067
1,2100,36117,0.0627
1,2100,36703,0.0013
1,2100,36749,0.0044
1,2100,36752,0.0125
1,2100,36758,0.0018
1,2100,36761,0.003
1,2100,36785,0.0055
1,2200,36033,0.0015
1,2200,36401,0.0639
1,2200,36420,0.0014
1,2200,36421,0.0019
1,2200,36425,0.0087
1,2200,36426,0.1112
1,2200,36432,0.0182
1,2200,36435,0.0047
1,2200,36436,0.0037
1,2200,36439,0.0033
1,2200,36441,0.0244
1,2200,36444,0.0078
1,2200,36445,0.0341
1,2200,36446,0.0034
1,2200,36451,0.0345
1,2200,36454,0.0004
1,2200,36456,0.0038
1,2200,36460,0.0718
1,2200,36470,0.0011
1,2200,36471,0.01
1,2200,36473,0.0008
1,2200,36474,0.0008
1,2200,36475,0.0161
1,2200,36480,0.0145
1,2200,36481,0.0045
1,2200,36482,0.0085
1,2200,36483,0.0016
1,2200,36502,0.1003
1,2200,36513,0.0032
1,2200,36518,0.0183
1,2200,36522,0.0029
1,2200,36524,0.0127
1,2200,36529,0.0029
1,2200,36538,0.0047
1,2200,36539,0.0051
1,2200,36540,0.0044
1,2200,36543,0.0004
1,2200,36545,0.0692
1,2200,36548,0.0075
1,2200,36553,0.0232
1,2200,36556,0.0046
1,2200,36558,0.0279
1,2200,36562,0.0003
1,2200,36569,0.0056
1,2200,36581,0.0017
1,2200,36583,0.0045
1,2200,36584,0.0055
1,2200,36585,0.0062
1,2200,36720,0.0049
1,2200,36722,0.003
1,2200,36723,0.0017
1,2200,36726,0.0353
1,2200,36727,0.0009
1,2200,36728,0.0021
1,2200,36751,0.006
1,2200,36753,0.0007
1,2200,36761,0.0003
1,2200,36766,0.0004
1,2200,36768,0.0094
1,2200,36769,0.0168
1,2200,36783,0.0001
1,2200,36784,0.0468
1,2200,36904,0.03
1,2200,36908,0.0172
1,2200,36910,0.0003
1,2200,36912,0.0165
1,2200,36913,0.0004
1,2200,36915,0.0047
1,2200,36916,0.0066
1,2200,36919,0.0159
1,2200,36921,0.0081
1,2200,36922,0.0041
1,2300,36009,0.0217
1,2300,36010,0.0058
1,2300,36028,0.0171
1,2300,36030,0.0046
1,2300,36032,0.0028
1,2300,36033,0.0365
1,2300,36034,0.004
1,2300,36035,0.0026
1,2300,36036,0.0053
1,2300,36037,0.1127
1,2300,36038,0.0004
1,2300,36041,0.011
1,2300,36042,0.0127
1,2300,36046,0.0076
1,2300,36049,0.0456
1,2300,36071,0.0062
1,2300,36079,0.0027
1,2300,36311,0.0019
1,2300,36316,0.0065
1,2300,36318,0.0027
1,2300,36322,0.0006
1,2300,36323,0.0665
1,2300,36330,0.2439
1,2300,36346,0.0113
1,2300,36351,0.0253
1,2300,36360,0.0001
1,2300,36420,0.0884
1,2300,36421,0.0792
1,2300,36442,0.0335
1,2300,36453,0.0111
1,2300,36455,0.0038
1,2300,36456,0.0114
1,2300,36467,0.0826
1,2300,36474,0.0249
1,2300,36476,0.0004
1,2300,36477,0.0029
1,2300,36483,0.0036
1,2300,99999,0
1,2400,31905,0.0001
1,2400,36005,0.0126
1,2400,36010,0.0311
1,2400,36016,0.026
1,2400,36017,0.0145
1,2400,36027,0.1158
1,2400,36029,0.0054
1,2400,36031,0.0011
1,2400,36034,0.0031
1,2400,36035,0.0124
1,2400,36039,0.0019
1,2400,36048,0.0111
1,2400,36049,0.0006
1,2400,36052,0.0002
1,2400,36053,0.0166
1,2400,36069,0.0007
1,2400,36075,0.0148
1,2400,36079,0.064
1,2400,36081,0.1115
1,2400,36083,0.0737
1,2400,36088,0.0291
1,2400,36089,0.0493
1,2400,36311,0.0049
1,2400,36317,0.0003
1,2400,36374,0.0006
1,2400,36804,0.0057
1,2400,36830,0.0058
1,2400,36832,0
1,2400,36856,0.0227
1,2400,36858,0.0038
1,2400,36859,0.0002
1,2400,36860,0.0135
1,2400,36866,0.0208
1,2400,36867,0.1302
1,2400,36869,0.126
1,2400,36870,0.0236
1,2400,36871,0.0108
1,2400,36874,0.0044
1,2400,36875,0.0311
1,2400,99999,0
1,2500,36010,0.0003
1,2500,36027,0.0003
1,2500,36301,0.1775
1,2500,36303,0.1509
1,2500,36305,0.0701
1,2500,36310,0.0462
1,2500,36311,0.0093
1,2500,36312,0.032
1,2500,36313,0.0016
1,2500,36314,0.0032
1,2500,36316,0.005
1,2500,36317,0.0028
1,2500,36318,0.0055
1,2500,36319,0.0129
1,2500,36320,0.02
1,2500,36321,0.0077
1,2500,36322,0.0495
1,2500,36330,0.0154
1,2500,36340,0.0288
1,2500,36343,0.0094
1,2500,36344,0.0301
1,2500,36345,0.038
1,2500,36350,0.0318
1,2500,36352,0.0238
1,2500,36353,0.0104
1,2500,36360,0.1044
1,2500,36362,0.0163
1,2500,36370,0.0048
1,2500,36371,0.0037
1,2500,36373,0.0035
1,2500,36374,0.005
1,2500,36375,0.0377
1,2500,36376,0.012
1,2500,36442,0.0001
1,2500,36453,0.0045
1,2500,36477,0.0253
1,2500,99999,0
1,2600,36480,0.0001
1,2600,36502,0.0009
1,2600,36507,0.0758
1,2600,36511,0.0034
1,2600,36526,0.1203
1,2600,36527,0.0504
1,2600,36530,0.0356
1,2600,36532,0.1302
1,2600,36535,0.1259
1,2600,36542,0.1532
1,2600,36549,0.0267
1,2600,36550,0.0012
1,2600,36551,0.0312
1,2600,36555,0.0034
1,2600,36559,0.0012
1,2600,36561,0.12
1,2600,36562,0.0059
1,2600,36564,0.0012
1,2600,36567,0.0497
1,2600,36574,0.0064
1,2600,36576,0.017
1,2600,36578,0.0069
1,2600,36579,0.0099
1,2600,36580,0.0233
1,2600,99999,0
1,2701,36571,0.04
1,2701,36602,0.0136
1,2701,36603,0.0707
1,2701,36604,0.1005
1,2701,36605,0.239
1,2701,36606,0.1737
1,2701,36607,0.0693
1,2701,36610,0.1168
1,2701,36611,0.0472
1,2701,36615,0.0033
1,2701,36616,0.0003
1,2701,36617,0.1194
1,2701,36693,0.0061
1,2702,36575,0.008
1,2702,36608,0.2708
1,2702,36609,0.2631
1,2702,36611,0.0064
1,2702,36612,0.0405
1,2702,36613,0.0014
1,2702,36618,0.1364
1,2702,36693,0.1531
1,2702,36695,0.1205
1,2703,36505,0.0079
1,2703,36509,0.0099
1,2703,36512,0.0005
1,2703,36513,0.0004
1,2703,36521,0.0278
1,2703,36522,0.0353
1,2703,36523,0.0175
1,2703,36525,0.01
1,2703,36528,0.0232
1,2703,36541,0.0777
1,2703,36544,0.0587
1,2703,36560,0.0201
1,2703,36568,0.0008
1,2703,36571,0.0534
1,2703,36572,0.032
1,2703,36575,0.0851
1,2703,36582,0.1302
1,2703,36587,0.0579
1,2703,36590,0.0002
1,2703,36605,0.0083
1,2703,36608,0.0402
1,2703,36610,0.0042
1,2703,36611,0.0019
1,2703,36613,0.0624
1,2703,36618,0.0001
1,2703,36619,0.0746
1,2703,36695,0.1598
2,101,99501,0.1705
2,101,99503,0.0543
2,101,99504,0.2119
2,101,99505,0.0246
2,101,99506,0.0406
2,101,99507,0.0014
2,101,99508,0.2204
2,101,99517,0.0254
2,101,99567,0.0694
2,101,99577,0.1812
2,101,99999,0.0003
2,102,99502,0.1469
2,102,99503,0.0627
2,102,99504,0.0792
2,102,99507,0.2299
2,102,99508,0.0381
2,102,99515,0.1322
2,102,99516,0.1135
2,102,99517,0.097
2,102,99518,0.0707
2,102,99540,0.0032
2,102,99587,0.0265
2,200,99556,0.0228
2,200,99568,0.0033
2,200,99572,0.0055
2,200,99588,0.0078
2,200,99603,0.0787
2,200,99605,0.0031
2,200,99610,0.0187
2,200,99611,0.0957
2,200,99631,0.0023
2,200,99639,0.0169
2,200,99645,0.1322
2,200,99652,0.0407
2,200,99654,0.2805
2,200,99663,0.0055
2,200,99664,0.0328
2,200,99667,0.0105
2,200,99669,0.1001
2,200,99672,0.0343
2,200,99674,0.0138
2,200,99676,0.0237
2,200,99682,0.0043
2,200,99683,0.0108
2,200,99688,0.0401
2,200,99693,0.0002
2,200,99694,0.0111
2,200,99729,0.0006
2,200,99999,0.0042
2,300,99566,0.0028
2,300,99573,0.0106
2,300,99574,0.0167
2,300,99586,0.0078
2,300,99588,0.0085
2,300,99677,0.001
2,300,99686,0.0245
2,300,99693,0.0039
2,300,99701,0.1189
2,300,99702,0.0113
2,300,99703,0.0223
2,300,99705,0.1181
2,300,99706,0.0003
2,300,99709,0.1816
2,300,99712,0.0838
2,300,99714,0.0168
2,300,99729,0.0027
2,300,99732,0.0003
2,300,99737,0.0357
2,300,99738,0.0036
2,300,99743,0.0115
2,300,99744,0.002
2,300,99755,0.006
2,300,99760,0.0018
2,300,99764,0.002
2,300,99775,0.0022
2,300,99776,0.0009
2,300,99780,0.0116
2,300,99801,0.1598
2,300,99824,0.014
2,300,99827,0.0214
2,300,99840,0.0085
2,300,99901,0.0821
2,300,99999,0.0049
2,400,99503,0
2,400,99510,0
2,400,99519,0.0001
2,400,99546,0.0106
2,400,99547,0.0009
2,400,99548,0.001
2,400,99549,0.0012
2,400,99550,0.0028
2,400,99551,0.0039
2,400,99552,0.0021
2,400,99553,0.0009
2,400,99554,0.0039
2,400,99555,0.0026
2,400,99557,0.0088
2,400,99558,0.001
2,400,99559,0.059
2,400,99561,0.0021
2,400,99563,0.0047
2,400,99564,0.0022
2,400,99565,0.0014
2,400,99569,0.0021
2,400,99571,0.0024
2,400,99575,0.001
2,400,99576,0.029
2,400,99578,0.0022
2,400,99579,0.0042
2,400,99580,0.0011
2,400,99581,0.0045
2,400,99583,0.0008
2,400,99585,0.0023
2,400,99589,0.0017
2,400,99590,0.0013
2,400,99591,0.0013
2,400,99602,0.0018
2,400,99604,0.006
2,400,99606,0.0038
2,400,99607,0.0019
2,400,99609,0.0026
2,400,99612,0.0049
2,400,99613,0.0105
2,400,99614,0.0037
2,400,99615,0.1037
2,400,99620,0.0032
2,400,99621,0.0047
2,400,99622,0.0023
2,400,99624,0.0015
2,400,99625,0.0011
2,400,99626,0.0017
2,400,99627,0.0062
2,400,99628,0.005
2,400,99630,0.0018
2,400,99632,0.0045
2,400,99633,0.0098
2,400,99634,0.0024
2,400,99636,0.0028
2,400,99637,0.0029
2,400,99638,0.0005
2,400,99640,0.0033
2,400,99641,0.0028
2,400,99643,0.0022
2,400,99644,0.0024
2,400,99647,0.0009
2,400,99648,0.0011
2,400,99649,0.0019
2,400,99650,0.0029
2,400,99651,0.0005
2,400,99653,0.0016
2,400,99655,0.004
2,400,99656,0.0006
2,400,99657,0.0025
2,400,99658,0.0052
2,400,99659,0.0025
2,400,99660,0.004
2,400,99661,0.0062
2,400,99662,0.0022
2,400,99665,0.0011
2,400,99666,0.001
2,400,99668,0.001
2,400,99670,0.0028
2,400,99671,0.0033
2,400,99678,0.0073
2,400,99679,0.0021
2,400,99680,0.0023
2,400,99681,0.0019
2,400,99684,0.0073
2,400,99685,0.0213
2,400,99689,0.0082
2,400,99690,0.0013
2,400,99691,0.0013
2,400,99692,0.0022
2,400,99695,0.0003
2,400,99701,0.0023
2,400,99720,0.0021
2,400,99721,0.0025
2,400,99722,0.0018
2,400,99723,0.0331
2,400,99724,0.0012
2,400,99726,0.0012
2,400,99727,0.0022
2,400,99730,0.0053
2,400,99733,0.0011
2,400,99736,0.0013
2,400,99738,0.0003
2,400,99739,0.0028
2,400,99740,0.0073
2,400,99741,0.0056
2,400,99742,0.0043
2,400,99745,0.0009
2,400,99746,0.0026
2,400,99747,0.0019
2,400,99748,0.0019
2,400,99749,0.0032
2,400,99750,0.0021
2,400,99751,0.0009
2,400,99752,0.0286
2,400,99753,0.0021
2,400,99754,0.0011
2,400,99756,0.0055
2,400,99757,0.001
2,400,99758,0.002
2,400,99759,0.0015
2,400,99760,0.0082
2,400,99761,0.0024
2,400,99762,0.0419
2,400,99763,0.0036
2,400,99765,0.0029
2,400,99766,0.0047
2,400,99767,0.0008
2,400,99768,0.0032
2,400,99769,0.0039
2,400,99770,0.0046
2,400,99771,0.0015
2,400,99772,0.0046
2,400,99773,0.0016
2,400,99774,0.0011
2,400,99777,0.0029
2,400,99778,0.0019
2,400,99781,0.0019
2,400,99782,0.0038
2,400,99783,0.0011
2,400,99784,0.0017
2,400,99785,0.0022
2,400,99786,0.0028
2,400,99788,0.0014
2,400,99789,0.0029
2,400,99790,0.0007
2,400,99791,0.0015
2,400,99820,0.0075
2,400,99825,0.0023
2,400,99826,0.0104
2,400,99827,0.0015
