state,puma,zipcode,proportion
20,100,67674,0.0006
20,100,67675,0.0026
20,100,67701,0.0519
20,100,67730,0.0161
20,100,67731,0.0069
20,100,67732,0.0049
20,100,67733,0.0014
20,100,67734,0.0015
20,100,67735,0.0512
20,100,67736,0.0026
20,100,67737,0.0042
20,100,67738,0.0051
20,100,67739,0.0033
20,100,67740,0.0154
20,100,67741,0.0034
20,100,67743,0.0013
20,100,67744,0.002
20,100,67745,0.0033
20,100,67747,0.0014
20,100,67748,0.0226
20,100,67749,0.0242
20,100,67751,0.0025
20,100,67752,0.0114
20,100,67753,0.0044
20,100,67756,0.0201
20,100,67757,0.0047
20,100,67758,0.01
20,100,67761,0.0022
20,100,67762,0.0023
20,100,67764,0.0041
20,100,67839,0.0148
20,100,67846,0.0001
20,100,67850,0.003
20,100,67861,0.0165
20,100,67863,0.0027
20,100,67871,0.0396
20,100,67879,0.0113
20,100,99999,0
20,200,66403,0.0046
20,200,66404,0.003
20,200,66406,0.0029
20,200,66408,0.0029
20,200,66411,0.008
20,200,66412,0.0019
20,200,66415,0.0057
20,200,66416,0.0001
20,200,66417,0.0018
20,200,66427,0.0085
20,200,66428,0.0029
20,200,66438,0.0009
20,200,66441,0.0009
20,200,66508,0.0302
20,200,66518,0.0015
20,200,66521,0.0005
20,200,66522,0.0003
20,200,66534,0.0227
20,200,66538,0.0212
20,200,66540,0.0003
20,200,66541,0.002
20,200,66544,0.0027
20,200,66548,0.0066
20,200,66550,0.0033
20,200,66901,0.0442
20,200,66930,0.0019
20,200,66933,0.0026
20,200,66935,0.0202
20,200,66936,0.0037
20,200,66937,0.0062
20,200,66938,0.0073
20,200,66939,0.0041
20,200,66940,0.0033
20,200,66941,0.0025
20,200,66942,0.0022
20,200,66943,0.004
20,200,66944,0.0022
20,200,66945,0.0071
20,200,66946,0.0011
20,200,66948,0.0037
20,200,66949,0.0053
20,200,66952,0.0001
20,200,66953,0.0041
20,200,66955,0.001
20,200,66956,0.0096
20,200,66958,0.0026
20,200,66959,0.0018
20,200,66960,0.0015
20,200,66962,0.0019
20,200,66963,0.0015
20,200,66964,0.0021
20,200,66966,0.005
20,200,66968,0.0114
20,200,66970,0.0026
20,200,67401,0.3178
20,200,67410,0.0657
20,200,67416,0.0068
20,200,67417,0.0013
20,200,67418,0.0022
20,200,67420,0.0325
20,200,67422,0.0078
20,200,67423,0.0023
20,200,67425,0.0047
20,200,67427,0.0002
20,200,67430,0.0057
20,200,67431,0.0145
20,200,67432,0.0411
20,200,67436,0.0051
20,200,67439,0.0203
20,200,67441,0.0063
20,200,67442,0.0017
20,200,67444,0.0025
20,200,67445,0.0055
20,200,67446,0.005
20,200,67447,0.0017
20,200,67448,0.0071
20,200,67449,0.0215
20,200,67450,0.0044
20,200,67451,0.0069
20,200,67452,0.002
20,200,67454,0.0043
20,200,67455,0.0154
20,200,67456,0.0036
20,200,67458,0.0018
20,200,67459,0.0017
20,200,67464,0.004
20,200,67466,0.0057
20,200,67467,0.0188
20,200,67468,0.002
20,200,67470,0.0032
20,200,67475,0.0002
20,200,67478,0.0009
20,200,67480,0.0109
20,200,67481,0.0055
20,200,67482,0.0006
20,200,67484,0.006
20,200,67485,0.0022
20,200,67487,0.0086
20,200,67490,0.0076
20,200,67492,0.0011
20,200,67648,0.0002
20,200,68325,0.0003
20,200,68978,0.0006
20,300,66407,0.0026
20,300,66411,0.0008
20,300,66422,0.0032
20,300,66427,0.0003
20,300,66432,0.0033
20,300,66441,0.2345
20,300,66442,0.0685
20,300,66449,0.0074
20,300,66502,0.3761
20,300,66503,0.1147
20,300,66506,0.0007
20,300,66514,0.0142
20,300,66517,0.0193
20,300,66520,0.0054
20,300,66521,0.014
20,300,66531,0.0113
20,300,66535,0.0209
20,300,66536,0.0227
20,300,66547,0.0578
20,300,66549,0.014
20,300,66554,0.0057
20,300,66834,0.0008
20,300,66849,0.0008
20,300,66872,0.0002
20,300,66933,0.0001
20,300,67432,0.0001
20,300,67447,0.0007
20,300,67487,0.0001
20,400,66002,0.1178
20,400,66007,0.0478
20,400,66008,0.0028
20,400,66012,0.0304
20,400,66016,0.0045
20,400,66017,0.0033
20,400,66020,0.0122
20,400,66023,0.011
20,400,66024,0.0085
20,400,66027,0.0334
20,400,66035,0.0111
20,400,66041,0.0066
20,400,66043,0.0673
20,400,66044,0.0099
20,400,66048,0.3042
20,400,66052,0.0171
20,400,66054,0.0263
20,400,66058,0.0038
20,400,66060,0.01
20,400,66066,0.0239
20,400,66070,0.0251
20,400,66073,0.0216
20,400,66086,0.0801
20,400,66087,0.0195
20,400,66088,0.0218
20,400,66090,0.0237
20,400,66094,0.0036
20,400,66097,0.0101
20,400,66109,0.0008
20,400,66419,0.0004
20,400,66424,0.001
20,400,66429,0.0051
20,400,66436,0.0016
20,400,66439,0.002
20,400,66512,0.027
20,400,66532,0.0012
20,400,66617,0.0036
20,500,66012,0.0457
20,500,66101,0.0874
20,500,66102,0.1743
20,500,66103,0.106
20,500,66104,0.1697
20,500,66105,0.0154
20,500,66106,0.138
20,500,66109,0.1214
20,500,66111,0.0625
20,500,66112,0.0795
20,500,66217,0.0003
20,601,66018,0.048
20,601,66019,0.0026
20,601,66025,0.0013
20,601,66030,0.0005
20,601,66061,0.0073
20,601,66203,0.1229
20,601,66214,0.0405
20,601,66215,0.1608
20,601,66216,0.207
20,601,66217,0.0579
20,601,66218,0.0564
20,601,66219,0.1059
20,601,66220,0.0554
20,601,66226,0.0924
20,601,66227,0.041
20,602,66202,0.1253
20,602,66203,0.0445
20,602,66204,0.1338
20,602,66205,0.0921
20,602,66206,0.0578
20,602,66207,0.0814
20,602,66208,0.1384
20,602,66211,0.0088
20,602,66212,0.2201
20,602,66214,0.0533
20,602,66215,0.0445
20,603,66021,0.0158
20,603,66025,0.0004
20,603,66030,0.144
20,603,66061,0.3692
20,603,66062,0.4205
20,603,66083,0.0301
20,603,66210,0.0087
20,603,66215,0.0114
20,604,66013,0.0053
20,604,66062,0.0652
20,604,66083,0.0023
20,604,66085,0.0533
20,604,66209,0.156
20,604,66210,0.153
20,604,66211,0.031
20,604,66213,0.2067
20,604,66221,0.096
20,604,66223,0.1572
20,604,66224,0.0741
20,700,66006,0.0608
20,700,66021,0.0013
20,700,66025,0.061
20,700,66044,0.2423
20,700,66045,0
20,700,66046,0.1855
20,700,66047,0.1802
20,700,66049,0.2436
20,700,66050,0.0158
20,700,66092,0.0032
20,700,66409,0.0014
20,700,66524,0.0048
20,801,66542,0
20,801,66603,0.0237
20,801,66604,0.2335
20,801,66605,0.114
20,801,66606,0.1197
20,801,66607,0.076
20,801,66608,0.0551
20,801,66609,0.022
20,801,66611,0.1015
20,801,66612,0.0333
20,801,66614,0.1584
20,801,66615,0.0022
20,801,66616,0.0546
20,801,66617,0.0038
20,801,66618,0.0021
20,802,66050,0.0006
20,802,66094,0.0014
20,802,66401,0.019
20,802,66402,0.0227
20,802,66407,0.0012
20,802,66409,0.0222
20,802,66413,0.0172
20,802,66414,0.0246
20,802,66416,0.004
20,802,66418,0.0049
20,802,66419,0.0033
20,802,66422,0.0006
20,802,66423,0.0087
20,802,66424,0.0049
20,802,66425,0.0047
20,802,66431,0.0057
20,802,66432,0.0004
20,802,66434,0.0463
20,802,66436,0.051
20,802,66439,0.0236
20,802,66440,0.0162
20,802,66451,0.0174
20,802,66501,0.0024
20,802,66502,0.0003
20,802,66507,0.0092
20,802,66509,0.0206
20,802,66510,0.0071
20,802,66512,0.0017
20,802,66515,0.0036
20,802,66516,0.0032
20,802,66523,0.0341
20,802,66524,0.017
20,802,66526,0.0063
20,802,66527,0.0023
20,802,66528,0.0072
20,802,66532,0.0048
20,802,66533,0.0135
20,802,66534,0.0014
20,802,66536,0.0009
20,802,66537,0.0116
20,802,66539,0.0214
20,802,66540,0.0044
20,802,66542,0.026
20,802,66543,0.0081
20,802,66546,0.0085
20,802,66547,0.0029
20,802,66550,0.0005
20,802,66552,0.0037
20,802,66605,0.0467
20,802,66607,0.0007
20,802,66609,0.0431
20,802,66610,0.0676
20,802,66614,0.1351
20,802,66615,0.0239
20,802,66617,0.0624
20,802,66618,0.0663
20,802,66619,0.0218
20,802,66834,0.0063
20,802,66856,0.0023
20,802,66868,0.0005
20,802,66871,0.0003
20,900,66093,0.0016
20,900,66413,0.0004
20,900,66523,0.0002
20,900,66710,0.0066
20,900,66714,0.0018
20,900,66717,0.0047
20,900,66720,0.0027
20,900,66736,0.0372
20,900,66748,0.0005
20,900,66757,0.0296
20,900,66758,0.0023
20,900,66761,0.0022
20,900,66776,0.0012
20,900,66777,0.0105
20,900,66783,0.0232
20,900,66801,0.2416
20,900,66830,0.0022
20,900,66833,0.0046
20,900,66834,0.0011
20,900,66835,0.0106
20,900,66838,0.0018
20,900,66839,0.0346
20,900,66840,0.0037
20,900,66843,0.0026
20,900,66845,0.0107
20,900,66846,0.0395
20,900,66849,0.0036
20,900,66850,0.0022
20,900,66851,0.0063
20,900,66852,0.0059
20,900,66853,0.0048
20,900,66854,0.0078
20,900,66856,0.0115
20,900,66857,0.0082
20,900,66858,0.0041
20,900,66859,0.0016
20,900,66860,0.0127
20,900,66861,0.0327
20,900,66862,0.0017
20,900,66863,0.0006
20,900,66864,0.0038
20,900,66865,0.0089
20,900,66866,0.0146
20,900,66868,0.0061
20,900,66869,0.0068
20,900,66870,0.0023
20,900,66871,0.0109
20,900,66872,0.0098
20,900,66873,0.003
20,900,67005,0.008
20,900,67008,0.0042
20,900,67019,0.0083
20,900,67023,0.0024
20,900,67024,0.0094
20,900,67038,0.0052
20,900,67039,0.0004
20,900,67045,0.038
20,900,67047,0.0134
20,900,67051,0.0003
20,900,67053,0.0043
20,900,67063,0.0297
20,900,67072,0.0002
20,900,67073,0.0025
20,900,67110,0.0004
20,900,67114,0.0034
20,900,67119,0.001
20,900,67122,0.0029
20,900,67131,0.002
20,900,67137,0.0077
20,900,67146,0.0137
20,900,67151,0.0002
20,900,67156,0.1214
20,900,67334,0.0013
20,900,67344,0.0018
20,900,67345,0.0021
20,900,67346,0.0043
20,900,67347,0.0007
20,900,67349,0.012
20,900,67352,0.0063
20,900,67353,0.0066
20,900,67355,0.0021
20,900,67360,0.0046
20,900,67361,0.0198
20,900,67428,0.0003
20,900,67438,0.0028
20,900,67449,0.0035
20,900,67475,0.0022
20,900,67483,0.0032
20,1000,67020,0.0029
20,1000,67025,0.0009
20,1000,67035,0.0005
20,1000,67062,0.0002
20,1000,67068,0.0006
20,1000,67107,0.0264
20,1000,67108,0.0036
20,1000,67114,0.0003
20,1000,67427,0.0044
20,1000,67428,0.0136
20,1000,67443,0.0155
20,1000,67444,0.005
20,1000,67448,0.0025
20,1000,67456,0.0369
20,1000,67457,0.0082
20,1000,67460,0.149
20,1000,67464,0.0094
20,1000,67491,0.0039
20,1000,67501,0.256
20,1000,67502,0.2316
20,1000,67505,0.0265
20,1000,67510,0.0029
20,1000,67512,0.0027
20,1000,67514,0.0078
20,1000,67522,0.017
20,1000,67524,0.0065
20,1000,67525,0.0001
20,1000,67526,0.0004
20,1000,67543,0.0193
20,1000,67546,0.023
20,1000,67554,0.0437
20,1000,67561,0.0147
20,1000,67566,0.0054
20,1000,67568,0.0033
20,1000,67570,0.0125
20,1000,67573,0.002
20,1000,67579,0.0275
20,1000,67581,0.0054
20,1000,67583,0.0079
20,1100,67003,0.0251
20,1100,67004,0.0071
20,1100,67005,0.1254
20,1100,67009,0.0074
20,1100,67013,0.0236
20,1100,67018,0.0016
20,1100,67021,0.0008
20,1100,67022,0.0165
20,1100,67025,0.0046
20,1100,67026,0.0012
20,1100,67028,0.0027
20,1100,67029,0.0105
20,1100,67031,0.0152
20,1100,67035,0.0082
20,1100,67036,0.0014
20,1100,67049,0.0007
20,1100,67051,0.0037
20,1100,67054,0.0109
20,1100,67057,0.0029
20,1100,67058,0.0188
20,1100,67059,0.0077
20,1100,67061,0.0019
20,1100,67065,0.0019
20,1100,67066,0.0025
20,1100,67068,0.037
20,1100,67070,0.0116
20,1100,67071,0.0019
20,1100,67103,0.0026
20,1100,67104,0.0245
20,1100,67105,0.002
20,1100,67106,0.0025
20,1100,67109,0.0036
20,1100,67110,0.0185
20,1100,67111,0.0029
20,1100,67112,0.0026
20,1100,67118,0.0062
20,1100,67119,0.0107
20,1100,67120,0.006
20,1100,67124,0.0677
20,1100,67127,0.0064
20,1100,67134,0.0032
20,1100,67138,0.0035
20,1100,67140,0.0068
20,1100,67142,0.0048
20,1100,67143,0.0009
20,1100,67146,0.0011
20,1100,67150,0.0003
20,1100,67152,0.0766
20,1100,67155,0.002
20,1100,67159,0.0019
20,1100,67450,0.0001
20,1100,67511,0.0031
20,1100,67513,0.001
20,1100,67519,0.0021
20,1100,67520,0.0036
20,1100,67523,0.0032
20,1100,67525,0.0097
20,1100,67526,0.0233
20,1100,67529,0.0034
20,1100,67530,0.1553
20,1100,67544,0.029
20,1100,67545,0.0021
20,1100,67547,0.0174
20,1100,67548,0.0143
20,1100,67550,0.0461
20,1100,67552,0.0063
20,1100,67553,0.0012
20,1100,67556,0.0032
20,1100,67557,0.0058
20,1100,67559,0.0007
20,1100,67563,0.0024
20,1100,67564,0.003
20,1100,67565,0.0046
20,1100,67567,0.0049
20,1100,67570,0.0008
20,1100,67574,0.0026
20,1100,67575,0.0049
20,1100,67576,0.0174
20,1100,67578,0.0145
20,1100,67583,0.0035
20,1100,67665,0.0004
20,1200,67127,0.0002
20,1200,67523,0.0004
20,1200,67547,0.0004
20,1200,67563,0.0008
20,1200,67801,0.2027
20,1200,67831,0.0115
20,1200,67834,0.0082
20,1200,67835,0.0221
20,1200,67836,0.0015
20,1200,67837,0.0066
20,1200,67838,0.0071
20,1200,67840,0.0016
20,1200,67841,0.0029
20,1200,67842,0.0042
20,1200,67843,0.0019
20,1200,67844,0.0081
20,1200,67846,0.2353
20,1200,67849,0.0039
20,1200,67851,0.017
20,1200,67853,0.0067
20,1200,67854,0.0133
20,1200,67855,0.0162
20,1200,67857,0.0018
20,1200,67859,0.0053
20,1200,67860,0.0217
20,1200,67862,0.0032
20,1200,67864,0.0195
20,1200,67865,0.0093
20,1200,67867,0.0115
20,1200,67868,0.0015
20,1200,67869,0.0114
20,1200,67870,0.0134
20,1200,67871,0.0003
20,1200,67876,0.0094
20,1200,67877,0.0172
20,1200,67878,0.0213
20,1200,67880,0.0571
20,1200,67882,0.0029
20,1200,67901,0.1487
20,1200,67950,0.0209
20,1200,67951,0.0384
20,1200,67952,0.0054
20,1200,67953,0.0016
20,1200,67954,0.0056
20,1200,99999,0
20,1301,66866,0.0006
20,1301,67001,0.0073
20,1301,67016,0.0035
20,1301,67020,0.0099
20,1301,67030,0.0139
20,1301,67050,0.0001
20,1301,67052,0.0369
20,1301,67056,0.0202
20,1301,67062,0.0256
20,1301,67101,0.0217
20,1301,67107,0.0019
20,1301,67108,0.008
20,1301,67114,0.1438
20,1301,67117,0.0119
20,1301,67135,0.0215
20,1301,67147,0.0544
20,1301,67151,0.0031
20,1301,67154,0.0012
20,1301,67203,0.0119
20,1301,67204,0.1065
20,1301,67205,0.0941
20,1301,67209,0.08
20,1301,67212,0.2514
20,1301,67214,0.0001
20,1301,67215,0
20,1301,67219,0.0028
20,1301,67223,0.0029
20,1301,67235,0.0645
20,1301,67522,0.0005
20,1302,66840,0.0021
20,1302,66842,0.0032
20,1302,67002,0.0747
20,1302,67010,0.0806
20,1302,67012,0.0006
20,1302,67017,0.0134
20,1302,67041,0.0012
20,1302,67042,0.1104
20,1302,67055,0.0006
20,1302,67067,0.0091
20,1302,67072,0.0021
20,1302,67074,0.0092
20,1302,67114,0.0011
20,1302,67123,0.0048
20,1302,67132,0.0024
20,1302,67144,0.016
20,1302,67147,0.0049
20,1302,67154,0.0071
20,1302,67204,0.029
20,1302,67206,0.1097
20,1302,67207,0.0156
20,1302,67208,0.1154
20,1302,67214,0.0205
20,1302,67218,0.0235
20,1302,67219,0.0675
20,1302,67220,0.0908
20,1302,67226,0.1207
20,1302,67228,0.0099
20,1302,67230,0.0538
20,1303,67202,0.0166
20,1303,67203,0.2471
20,1303,67208,0.011
20,1303,67209,0.0073
20,1303,67211,0.1713
20,1303,67212,0.0638
20,1303,67213,0.1749
20,1303,67214,0.1161
20,1303,67216,0.0589
20,1303,67217,0.1208
20,1303,67218,0.0123
20,1304,67001,0.001
20,1304,67002,0.0023
20,1304,67008,0.0009
20,1304,67010,0.0065
20,1304,67025,0.0182
20,1304,67026,0.0267
20,1304,67030,0.0002
20,1304,67031,0.0001
20,1304,67037,0.1576
20,1304,67039,0.0203
20,1304,67050,0.0102
20,1304,67052,0.0092
20,1304,67060,0.0786
20,1304,67074,0.0019
20,1304,67106,0.0004
20,1304,67110,0.0339
20,1304,67118,0.0001
20,1304,67120,0.0033
20,1304,67133,0.0348
20,1304,67149,0.0059
20,1304,67207,0.1711
20,1304,67210,0.0572
20,1304,67211,0.0003
20,1304,67215,0.0303
20,1304,67216,0.0991
20,1304,67217,0.0869
20,1304,67218,0.1386
20,1304,67227,0.002
20,1304,67232,0.0024
20,1304,67235,0.0001
20,1400,66006,0.0005
20,1400,66010,0.0066
20,1400,66013,0.0087
20,1400,66014,0.0038
20,1400,66015,0.0077
20,1400,66021,0.0017
20,1400,66026,0.0061
20,1400,66032,0.0491
20,1400,66033,0.0077
20,1400,66039,0.0069
20,1400,66040,0.0448
20,1400,66042,0.0066
20,1400,66053,0.0627
20,1400,66056,0.0248
20,1400,66064,0.0548
20,1400,66067,0.1495
20,1400,66071,0.1089
20,1400,66072,0.0095
20,1400,66075,0.0226
20,1400,66076,0.0203
20,1400,66078,0.0086
20,1400,66079,0.0073
20,1400,66080,0.0091
20,1400,66083,0.0321
20,1400,66091,0.0042
20,1400,66092,0.0318
20,1400,66093,0.004
20,1400,66095,0.0082
20,1400,66528,0.0011
20,1400,66701,0.1202
20,1400,66711,0.0001
20,1400,66716,0.0062
20,1400,66720,0.0012
20,1400,66732,0.0031
20,1400,66738,0.0043
20,1400,66741,0.002
20,1400,66746,0.0002
20,1400,66748,0.0258
20,1400,66749,0.078
20,1400,66751,0.0086
20,1400,66754,0.008
20,1400,66755,0.0125
20,1400,66758,0.0001
20,1400,66767,0.0051
20,1400,66769,0.0048
20,1400,66772,0.0026
20,1400,66779,0.0067
20,1400,66780,0.0006
20,1500,66701,0.0001
20,1500,66711,0.005
20,1500,66712,0.0154
20,1500,66713,0.0431
20,1500,66720,0.0803
20,1500,66724,0.0075
20,1500,66725,0.0436
20,1500,66728,0.0007
20,1500,66733,0.017
20,1500,66734,0.0031
20,1500,66735,0.0031
20,1500,66736,0
20,1500,66739,0.0398
20,1500,66740,0.003
20,1500,66743,0.0308
20,1500,66746,0.0018
20,1500,66748,0.0005
20,1500,66753,0.0082
20,1500,66756,0.008
20,1500,66757,0.0014
20,1500,66760,0.0009
20,1500,66762,0.1806
20,1500,66763,0.0243
20,1500,66770,0.0078
20,1500,66771,0.0068
20,1500,66773,0.0066
20,1500,66775,0.0016
20,1500,66776,0.0077
20,1500,66778,0.0011
20,1500,66780,0.0043
20,1500,66781,0.0098
20,1500,66782,0.0015
20,1500,67301,0.1001
20,1500,67330,0.0102
20,1500,67332,0.0015
20,1500,67333,0.0226
20,1500,67335,0.0265
20,1500,67336,0.0143
20,1500,67337,0.1046
20,1500,67340,0.0029
20,1500,67341,0.0023
20,1500,67342,0.0073
20,1500,67344,0.0059
20,1500,67347,0.0033
20,1500,67351,0.0032
20,1500,67354,0.0059
20,1500,67356,0.0217
20,1500,67357,0.099
20,1500,67363,0.0008
20,1500,67364,0.0023
20,1500,99999,0
21,100,38079,0.0001
21,100,42001,0.1451
21,100,42003,0.1493
21,100,42020,0.0107
21,100,42021,0.0077
21,100,42022,0.0005
21,100,42023,0.0129
21,100,42024,0.0077
21,100,42025,0.0993
21,100,42027,0.0106
21,100,42029,0.0306
21,100,42031,0.0173
21,100,42032,0.001
21,100,42035,0.0049
21,100,42036,0.0057
21,100,42039,0.0084
21,100,42040,0.0053
21,100,42041,0.0257
21,100,42044,0.0242
21,100,42048,0.0126
21,100,42049,0.0077
21,100,42050,0.0158
21,100,42051,0.0135
21,100,42053,0.0234
21,100,42054,0.0046
21,100,42056,0.0097
21,100,42060,0.0007
21,100,42061,0.0004
21,100,42066,0.1117
21,100,42069,0.0053
21,100,42071,0.1531
21,100,42076,0.0093
21,100,42079,0.0073
21,100,42082,0.0093
21,100,42085,0.0047
21,100,42086,0.0193
21,100,42087,0.0123
21,100,42088,0.0123
21,200,42028,0.0062
21,200,42037,0.0007
21,200,42038,0.0001
21,200,42045,0.0238
21,200,42047,0.0022
21,200,42058,0.0206
21,200,42064,0.0809
21,200,42078,0.0188
21,200,42081,0.022
21,200,42083,0.0044
21,200,42084,0.001
21,200,42256,0.001
21,200,42321,0.0027
21,200,42323,0.0071
21,200,42324,0.0114
21,200,42325,0.0181
21,200,42326,0.0037
21,200,42330,0.0762
21,200,42332,0.0025
21,200,42337,0.0191
21,200,42339,0.0075
21,200,42344,0.0078
21,200,42345,0.0999
21,200,42367,0.0063
21,200,42372,0.0043
21,200,42374,0.0024
21,200,42408,0.0601
21,200,42410,0.0145
21,200,42411,0.0154
21,200,42413,0.0241
21,200,42431,0.2437
21,200,42436,0.0094
21,200,42440,0.0068
21,200,42441,0.0132
21,200,42442,0.0293
21,200,42445,0.104
21,200,42450,0.0025
21,200,42453,0.0048
21,200,42456,0.0051
21,200,42459,0.0018
21,200,42464,0.0148
21,300,42038,0.0601
21,300,42055,0.037
21,300,42204,0.0048
21,300,42211,0.1565
21,300,42215,0.0117
21,300,42217,0.0387
21,300,42220,0.0613
21,300,42223,0.0569
21,300,42232,0.007
21,300,42234,0.0214
21,300,42236,0.0086
21,300,42240,0.4019
21,300,42254,0.0023
21,300,42256,0.0068
21,300,42262,0.0786
21,300,42265,0.0006
21,300,42266,0.0214
21,300,42280,0.0043
21,300,42286,0.0111
21,300,42345,0.0001
21,300,42408,0.003
21,300,42411,0.0007
21,300,42442,0.001
21,300,42445,0.0033
21,300,42453,0.0002
21,300,42464,0.0008
21,400,42101,0.009
21,400,42104,0.001
21,400,42120,0.0145
21,400,42122,0.0005
21,400,42123,0.0055
21,400,42124,0.0003
21,400,42127,0.0358
21,400,42129,0.0406
21,400,42130,0.001
21,400,42133,0.0097
21,400,42134,0.0917
21,400,42140,0.0075
21,400,42141,0.1747
21,400,42151,0.0018
21,400,42153,0.0019
21,400,42154,0.0038
21,400,42156,0.002
21,400,42157,0.0022
21,400,42160,0.0105
21,400,42163,0.0003
21,400,42164,0.0963
21,400,42166,0.0131
21,400,42167,0.0487
21,400,42170,0.0025
21,400,42171,0.0214
21,400,42202,0.0137
21,400,42204,0.0006
21,400,42206,0.0287
21,400,42207,0.0095
21,400,42210,0.0257
21,400,42214,0.0029
21,400,42256,0.0301
21,400,42259,0.0108
21,400,42261,0.0606
21,400,42265,0.0042
21,400,42273,0.003
21,400,42274,0.0013
21,400,42275,0.0051
21,400,42276,0.0834
21,400,42285,0.0022
21,400,42320,0.0003
21,400,42333,0.0004
21,400,42339,0.0005
21,400,42713,0.0103
21,400,42721,0.0016
21,400,42722,0.004
21,400,42729,0.017
21,400,42731,0.0003
21,400,42746,0.0096
21,400,42749,0.0301
21,400,42754,0.0023
21,400,42757,0.008
21,400,42765,0.033
21,400,42782,0.0005
21,400,42784,0.0039
21,500,42101,0.4539
21,500,42102,0.0008
21,500,42103,0.1726
21,500,42104,0.2756
21,500,42122,0.0354
21,500,42159,0.0109
21,500,42170,0.0079
21,500,42171,0.0248
21,500,42206,0.0002
21,500,42274,0.0179
21,600,40009,0.0017
21,600,40328,0.0016
21,600,40437,0.011
21,600,40442,0.0037
21,600,40464,0.0011
21,600,40489,0.0025
21,600,42129,0.0026
21,600,42167,0.0001
21,600,42214,0.0012
21,600,42516,0.0044
21,600,42528,0.0137
21,600,42539,0.0905
21,600,42541,0.005
21,600,42544,0.0151
21,600,42565,0.0071
21,600,42566,0.0058
21,600,42602,0.1022
21,600,42603,0.0013
21,600,42629,0.0608
21,600,42633,0.0001
21,600,42642,0.1233
21,600,42715,0.0034
21,600,42716,0.002
21,600,42717,0.0695
21,600,42718,0.2012
21,600,42728,0.1422
21,600,42731,0.0027
21,600,42733,0.0129
21,600,42741,0.0044
21,600,42743,0.0828
21,600,42746,0.0013
21,600,42753,0.0071
21,600,42757,0.0029
21,600,42758,0.0011
21,600,42764,0.0032
21,600,42782,0.0083
21,700,40409,0.0004
21,700,40419,0.0018
21,700,40769,0.0025
21,700,42501,0.171
21,700,42503,0.2104
21,700,42518,0.0427
21,700,42519,0.0531
21,700,42533,0.0072
21,700,42544,0.0645
21,700,42553,0.046
21,700,42567,0.0495
21,700,42602,0.0004
21,700,42631,0.0012
21,700,42633,0.202
21,700,42634,0.0137
21,700,42635,0.0299
21,700,42638,0.0019
21,700,42642,0.0006
21,700,42647,0.0392
21,700,42649,0.0216
21,700,42653,0.0404
21,800,40402,0.0267
21,800,40403,0.0101
21,800,40409,0.0353
21,800,40419,0.0051
21,800,40434,0.0004
21,800,40445,0.0102
21,800,40447,0.0844
21,800,40456,0.0869
21,800,40460,0.0107
21,800,40481,0.0022
21,800,40486,0.0211
21,800,40701,0.0754
21,800,40729,0.0486
21,800,40734,0.0005
21,800,40737,0.0126
21,800,40740,0.0273
21,800,40741,0.1999
21,800,40743,0.0019
21,800,40744,0.1596
21,800,40874,0.0005
21,800,40913,0.001
21,800,40914,0.0049
21,800,40941,0.0023
21,800,40962,0.1568
21,800,40972,0.0131
21,800,40983,0.0024
21,800,41714,0.0001
21,900,40701,0.167
21,900,40734,0.0289
21,900,40759,0.019
21,900,40763,0.0044
21,900,40769,0.1328
21,900,40771,0.0088
21,900,40801,0.004
21,900,40806,0.0207
21,900,40807,0.0034
21,900,40808,0.0004
21,900,40810,0.0106
21,900,40813,0.0053
21,900,40815,0.0121
21,900,40818,0.0009
21,900,40819,0.0058
21,900,40820,0.0046
21,900,40823,0.0358
21,900,40824,0.0043
21,900,40828,0.0289
21,900,40829,0.0015
21,900,40830,0.0025
21,900,40831,0.0412
21,900,40840,0.0002
21,900,40843,0.0025
21,900,40845,0.0051
21,900,40847,0.0019
21,900,40849,0.0029
21,900,40854,0.0104
21,900,40855,0.0091
21,900,40856,0.0062
21,900,40863,0.0042
21,900,40865,0.0033
21,900,40870,0.0025
21,900,40873,0.02
21,900,40902,0.0103
21,900,40903,0.0058
21,900,40906,0.0896
21,900,40913,0.0008
21,900,40915,0.0073
21,900,40921,0.0026
21,900,40923,0.0057
21,900,40927,0.0039
21,900,40935,0.0232
21,900,40939,0.0024
21,900,40940,0.0039
21,900,40943,0.0058
21,900,40946,0.0019
21,900,40949,0.0069
21,900,40953,0.0073
21,900,40958,0.0036
21,900,40964,0.0011
21,900,40965,0.1143
21,900,40977,0.0799
21,900,40982,0.003
21,900,40988,0.0048
21,900,40995,0.0009
21,900,40997,0.0034
21,1000,40336,0.0008
21,1000,40447,0.0008
21,1000,40486,0.0002
21,1000,40808,0.0003
21,1000,40810,0.0021
21,1000,40816,0.0009
21,1000,40823,0.001
21,1000,40826,0.0064
21,1000,40827,0.0053
21,1000,40840,0.002
21,1000,40844,0.0013
21,1000,40858,0.0035
21,1000,40862,0.0053
21,1000,40868,0.0092
21,1000,40874,0.0039
21,1000,40972,0.0003
21,1000,40979,0.0011
21,1000,40983,0.0011
21,1000,41301,0.0572
21,1000,41311,0.0615
21,1000,41314,0.0483
21,1000,41317,0.0016
21,1000,41332,0.0073
21,1000,41339,0.093
21,1000,41348,0.0101
21,1000,41360,0.004
21,1000,41365,0.0053
21,1000,41366,0.0003
21,1000,41367,0.0015
21,1000,41385,0.004
21,1000,41390,0.0004
